nid	module	name
bb4599c5		_ZNSt11logic_errorD1Ev
bb543189	cellRtc	cellRtcSetTime_t
bb5c565b	cellCamera	cellCameraStopPost
bb605c96		pvalloc
bb68d76e	cellSpurs	cellSpursJobChainAttributeSetHaltOnError
bb6c0eb2	cellHttp	cellHttpClientSetSendBufferSize
bb712718		_ZnwjRKSt9nothrow_t
bb761c89		remquof
bb7cd1ae	sysPs2Disc	sysPs2Disc_BB7CD1AE
bbaa300b		f_log1pf
bbb244b7	sceNpTus	sceNpTusTryAndSetVariableAsync
bbb47cd8	cellSheap	cellSheapInitialize
bbbc2c1c	cellCelp8Enc	cellCelp8EncEnd
bbd4582f		_Setloc
bbf7354e		fegetexceptflag
bc00d5ef	cellSysutil	cellSysutilSharedMemoryFree
bc05ef31	sceNpClans	sceNpClansSendInvitation
bc1d69c5		atoll
bc374779		_Getlname
bc5ad91c		_ZNKSt7collateIwE10do_compareEPKwS2_S2_S2_
bc5af0b5		fgetwc
bc7b4b8e		ctime
bc8c081d	cell_FreeType2	FTC_ImageCache_New
bc96d751	cellSync2	cellSync2CondWait
bc982946	cellGcmSys	cellGcmSetDefaultCommandBuffer
bc9a0086		module_start
bcc09fe7	sceNp	sceNpBasicRegisterHandler
bccd70dd	cellSysutil	cellSysutilAvcCancelJoinRequest
bcdbb2ab	sceNp	sceNpBasicAddPlayersHistoryAsync
bcfecdae	cellGcmSys	cellGcmGetVBlankCount2
bd100dbc	cellGcmSys	cellGcmSetTileInfo
bd140e12		_ZNKSt8time_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEE11do_get_timeES3_S3_RSt8ios_baseRNSt5_IosbIiE8_IostateEPSt2tm
bd1635f4	cellSail	cellSailDescriptorGetMediaInfo
bd1c5d6b	cellSpursJq	_cellSpursJobQueuePortPushFlush
bd273a88	sys_fs	cellFsStReadGetRegid
bd28fdbf	sceNp	sceNpInit
bd2fa0a7	cellGcmSys	cellGcmUpdateCursor
bd316983		_ZNSt8numpunctIcE5_InitERKSt8_Locinfo
bd35830b		_ZdaPvjS_
bd49eab2	sceNpCommerce2	sceNpCommerce2GetCategoryInfo
bd554bcb	cellUsbd	cellUsbdRegisterExtraLdd2
bd58ea5a		_ZNSt19ostreambuf_iteratorIwSt11char_traitsIwEEaSEw
bd591197	cellSailRec	cellSailFeederAudioInitialize
bd5a59fc	cellNetCtl	cellNetCtlInit
bd679cc1	cellImeJpUtility	cellImeJpTemporalConfirm
bd69e584	sys_lv2dbg	sys_dbg_get_spu_thread_group_name
bd6d60d9	cellGcmSys	cellGcmSetInvalidateTile
bd7410d9		recipf4
bd75f78b	cellAdec	cellAdecGetPcmItem
bd8bb75c		asinhf
bda26024		_ZNSt9strstreamD0Ev
bdaca3af	cellNetAoi	cellNetAoiStart
bdb18f83	sysPrxForUser	_sys_malloc
bdb2251a	cellSail	cellSailSourceSetDiagHandler
bdbd2428	cellUsbd	cellUsbdGetDeviceSpeed
bdc07fd5	sceNp	sceNpManagerGetNetworkTime
bdcf8383	cellOskExtUtility	cellOskDialogExtRegisterKeyboardEventHookCallbackEx
bdd44ee3	cellL10n	SJIStoUCS2
bdf21b0f	cellSail	cellSailPlayerBoot
bdfd51e2	cellMic	cellMicSysShareStop
be07c708	sceNp	sceNpManagerGetOnlineId
be07f05e	cellAtrac	cellAtracGetSecondBufferInfo
be0e3ee2	sceNp	sceNpDrmVerifyUpgradeLicense2
be11beaa		_wremove
be251a29		islower_ascii
be3af96e	sceNp	sceNpUtilCanonicalizeNpIdForPsp
be42e661	cellL10n	eucjpzen2han
be50b11e	cellMusicUtility	cellMusicInitialize2
be5be3ba	sys_io	cellPadSetSensorMode
be6e5c58		spu_thread_read_uchar
be81c71c	sceNp	sceNpBasicSetPresenceDetails
be8d5485	cellL10n	UCS2stoARIBs
bea17389	cellHttp	cellHttpResponseGetAllHeaders
beb600ac	cellSpurs	cellSpursCreateTask
bec43f86		raw_spu_read_ptr
bed85cb8	cellSysutil	cellWebBrowserDestroy
bedab73a	libsnd3	cellSnd3NoteOff
bedccc74	cellSail	cellSailPlayerRegisterSource
bedd8ebf	libsnd3	cellSnd3VoiceKeyOnByTone
bef53a2b	cellVoice	cellVoiceGetBitRate
bef554a4	sys_fs	cellFsUtime
bef887e5	sceNp	sceNpScoreGetClanMemberGameDataAsync
befe3869	cellL10n	isSjisKigou
bf014813	sceNp2	sceNpMatching2SignalingSetCtxOpt
bf022284	cellSysutilAvc2	cellSysutilAvc2LeaveChat
bf23f2e7		cprojl
bf47c5dd	cellCamera	cellCameraInit
bf5bf5ea		lseek64
bf5f58ea	sceNpCommerce2	sceNpCommerce2GetProductInfoGetResult
bf607ec6	sceNp	sceNpBasicGetClanMessageEntryCount
bf6e3659	cellHttp	cellHttpClientSetRecvBufferSize
bf8ee5bb		sys_process_spawn_with_memory_budget
bf97b657	cell_FreeType2	FT_New_Memory
bf9b8d72	cellSail	cellSailPlayerCloseEsAudio
bf9c3609		_ZNKSt5ctypeIwE10do_toupperEPwPKw
bf9cd933	cellFiber	cellFiberPpuSchedulerTraceInitialize
bf9eea93	sceNp	sceNpLookupAvatarImageAsync
bfab7616	cellSearchUtility	cellSearchFinalize
bfc03768	cellKey2char	cellKey2CharSetMode
bfca88d3	cellFiber	cellFiberPpuUtilWorkerControlCreateFiber
bfcd1b3b		_Getdst
bfce3285	sys_io	cellKbEnd
bfda6837		_f_log10f
bfea28ab	cellSpursJq	cellSpursJobQueuePort2PushFlush
bfea60fa	cellSpurs	cellSpursKickJobChain
bff6e8d3	cellSailRec	cellSailFeederVideoNotifySessionEnd
c013acd8		_ZNSt8ios_base8_CallfnsENS_5eventE
c0158d8b	cellSpurs	cellSpursAddWorkloadWithAttribute
c01b4e7c	cellSysutil	cellAudioOutGetSoundAvailability
c01d9f97		printf
c044fab1	cellSail	cellSailDescriptorOpen
c04777b1	libmixer	cellSurMixerCreate
c04a7d42	cellPrintUtility	cellPrintEndJob
c04e2438	cellFiber	cellFiberPpuUtilWorkerControlShutdown
c05545fd	sceNpSns	sceNpSnsFbTerm
c0609820		nearbyintf
c06a4cd8		_ZNSt7_MpunctIwED1Ev
c07896f9	libgem	cellGemPrepareVideoConvert
c08cc0f9	cellSync2	cellSync2QueueEstimateBufferSize
c08cc41d		wcstod
c09e2f23	cellSail	cellSailAviStreamGetMediaType
c0ab5cbb	sceNp2	sceNpAuthOAuthTerm
c0bcf25e		_logf4fast
c0c94a6c	cellSsl	SSL_alert_type_string_long
c0e27b2c		_Makestab
c0eb9266	sys_lv2dbg	sys_dbg_finalize_ppu_exception_handler
c0ed0522	cellSearchUtility	cellSearchStartSceneSearchInVideo
c10931cb	cellSpurs	cellSpursCreateTasksetWithAttribute
c11f8056	cellFiber	_cellFiberPpuAttributeInitialize
c141037d	cell_FreeType2	FT_Get_PFR_Kerning
c155a73f		_WStoull
c15be817	cellVideoExportUtility	cellVideoExportFinalize
c15e657e		spu_raw_sprintf
c17259de	cellFont	cellFontGenerateCharGlyph
c1786c81	cellImeJpUtility	cellImeJpSetFixInputMode
c1a71972		_d2rv
c1ad7ced	cellRudp	cellRudpActivate
c1b4bbb9		raw_spu_write_char
c1c507e7	sys_fs	cellFsAioRead
c1c8737c		_Getptoupper
c1eb3b92	sceNpCommerce2	sceNpCommerce2EmptyStoreCheckFinish
c20a2975	cell_FreeType2	FT_Stroker_GetCounts
c21ee635	sys_lv2dbg	sys_dbg_read_spu_thread_context
c22563c4	cellMusicDecodeUtility	cellMusicDecodeSelectContents2
c2261290	cell_FreeType2	FT_Bitmap_Done
c22c79b5	cellSysutil	cellSaveDataAutoLoad
c22cebd8		_ZNSt8messagesIwED1Ev
c24af1d7	cellUsbd	cellUsbdSetThreadPriority
c24e39fc	cell_FreeType2	FT_List_Add
c25d60f0	cellFontFT	FTFaceH_GetBoundingBoxHeight
c267987b	cellRemotePlay	cellRemotePlayGetSharedMemory
c291e698		exit
c2acdf43	cellSpurs	_cellSpursTasksetAttribute2Initialize
c2bb48bc	cellImeJpUtility	cellImeJpConvertBackward
c2ced2b7	sceNpUtil	sceNpUtilBandwidthTestInitStart
c2d8cf95	cellRtc	cellRtcGetDayOfWeek
c2d90ec9	cellSail	cellSailMp4MovieGetTrackByTypeAndIndex
c2db09c5	libad_async	sceAdAsyncSpaceClose
c2e18da8	sceNpTus	sceNpTusDeleteMultiSlotVariableVUserAsync
c2e2f30d	cellSailRec	cellSailFeederAudioNotifyCallCompleted
c2f38ff1	sys_net	_sce_net_set_default_gateway
c324f60c	libmedi	cellMediatorCloseContext
c3273d9b	cellSysutilAvconfExt	cellAudioOutGetAvailableDeviceInfo
c343ee10	cellSpursJq	cellSpursGetJobQueueId
c3476d0c	sysPrxForUser	sys_lwmutex_destroy
c353353a	sys_lv2dbg	sys_dbg_initialize_ppu_exception_handler
c357b33a		frexpl
c35ed665	cellSysutilAvc2	cellSysutilAvc2SetSpeakerMuting
c3610dbd	cellMic	cellMicSysShareOpen
c39173a4	cellSpursJq	_cellSpursJobQueuePort2CopyPushJobBody
c3a7e8f2	cell_FreeType2	FT_Stroker_ExportBorder
c3a991ee	sceNp	sceNpScoreGetRankingByNpIdPcId
c3b65d96	cell_FreeType2	FT_Get_PS_Font_Private
c3b8f109	cellSailRec	cellSailComposerGetEsVideoAu
c3c598e2		spu_printf_initialize
c3d24eb3		_ZNSt9basic_iosIwSt11char_traitsIwEED0Ev
c3e14cbe		memcmp
c406dd09		cbrtf4
c407844f	cellRudp	cellRudpInitiate
c4100412	sceNpMatchingInt	sceNpMatchingCancelRequestGUI
c414faa5	cellMic	cellMicReadDsp
c4178000		_rand_real3_TT800
c41c6e5d		_Scanf
c41d676d		_ZNSt9time_baseD2Ev
c41e1198	cellPngDec	cellPngDecGetsCAL
c41f01db		fminf4
c427890c	cellSysutil	cellOskDialogSetInitialKeyLayout
c457b203	cellSail	cellSailSourceNotifyCloseCompleted
c461563c	cellMic	cellMicCommand
c4617ddc	cellSailRec	cellSailRecorderBoot
c477c0f6		f_lroundf
c4796a45	cellImeJpUtility	cellImeJpGetCandidateListSize
c47c5c22	cellResc	cellRescGetFlipStatus
c47d0812	cellGcmSys	cellGcmSetCursorEnable
c4808fd7	cellRtc	cellRtcGetCurrentSecureTick
c4843b74	cellSpursJq	_cellSpursJobQueuePushJobBody
c485d207	cellSpursJq	cellSpursJobQueuePort2Destroy
c48d5002	cellRtc	cellRtcConvertUtcToLocalTime
c4b6cd8f	sceNp	sceNpScoreGetRankingByNpIdPcIdAsync
c4c600f3	cellSsl	R_time_cmp
c4c7993b		_ZNSbIwSt11char_traitsIwESaIwEE5_TidyEbj
c4cccd1f		modff4
c4e51fbf	sceNpTus	sceNpTusDeleteMultiSlotVariableVUser
c4f573b8	cellVoice	cellVoiceWriteToIPortEx2
c4fd6121	sysPrxForUser	_sys_qsort
c50303b2	cellVideoPlayerUtility	cellVideoPlayerSetVolume
c53ab1c0		_ZNSt8numpunctIwE5_InitERKSt8_Locinfo
c5447a90	cellOskExtUtility	cellOskDialogExtSetPointerEnable
c54aad2a	cellPesmUtility	cellPesmEncryptSample2
c55e338b	cellUserInfo	cellUserInfoGetList
c56defb5	cellSpurs	cellSpursGetNumSpuThread
c57337f8		_Fofind
c5977986		_ZNSt8ios_base7_AddstdEv
c5b5b2f3	cellSsl	BIO_ptr_ctrl
c5bc0fac	cellRtc	cellRtcParseDateTime
c5c09834		strstr
c5c5eed3	cellAtracMulti	cellAtracMultiGetSoundInfo
c5dee254	cellSync2	cellSync2SemaphoreInitialize
c5eef17f	sys_lv2dbg	sys_dbg_read_ppu_thread_context
c5f4cf82	sceNp	sceNpScoreDestroyTransactionCtx
c611029a	sceNp	sceNpUtilGetPlatformType
c612a38e		_ZNSt6_WinitD1Ev
c62b758d	cellL10n	UTF8stoEUCJPs
c6328caa	cellMic	cellMicEnd
c63c354f		_Exit
c66ba67e	sceNpTus	sceNpTusGetMultiUserDataStatusAsync
c6771f43	cellHttp	cellHttpGetCacheInfo
c69b2427		labs
c6b63b7e	sceNp2	sceNpMatching2DeleteServerContext
c6c93d62	cellSysutilAvc2	cellSysutilAvc2Load
c6d7ec13	sys_lv2dbg	sys_dbg_unregister_ppu_exception_handler
c6e09225		_ZNSt13basic_filebufIwSt11char_traitsIwEE5_InitEPSt6_FiletNS2_7_InitflE
c6ea0fd0		_ZNSt6locale7classicEv
c6f18e84		_ZNKSt9money_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEE6do_getES3_S3_bRSt8ios_baseRNSt5_IosbIiE8_IostateERSbIwS2_SaIwEE
c7020f62	cellSysutilAvconfExt	cellVideoOutSetGamma
c7087631	cellSysutilAvconfExt	cellAudioOutRegisterDevice
c7369fce		_Atan
c757c2aa	libvdec	cellVdecStartSeq
c7622586	libgem	cellGemHSVtoRGB
c765b995	cellSpurs	cellSpursGetWorkloadFlag
c76bc1b4	cellCamera	cellCameraOpenAsync
c78ac9d0		scalbn
c78df618		rand_real3_TT800
c79173ff	cellHttp	cellHttpCookieExport
c79278ec		_ZNSt15basic_streambufIcSt11char_traitsIcEE5imbueERKSt6locale
c7931798		_ZNKSt12_String_base5_XranEv
c7afc42a	sceNpCommerce2	sceNpCommerce2DoServiceListStartAsync
c7b45a19		_LFpcomp
c7b62ab8		spu_thread_write_ullong
c7bdb7eb	cellRtc	cellRtcGetTick
c7bdcb4c	cellL10n	UCS2toEUCKR
c7cf1182	cellVoice	cellVoiceInit
c7d0ee0c		_ZNKSt8time_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEE16do_get_monthnameES3_S3_RSt8ios_baseRNSt5_IosbIiE8_IostateEPSt2tm
c7f1d407		fmal
c7fb73d6		f_lrintf
c815b219	sceNpTus	sceNpTusDeleteMultiSlotDataVUserAsync
c81ccf8a	cellSearchUtility	cellSearchInitialize
c82191e3	sys_net	_sce_net_flush_route
c82558ce	cellPngEnc	cellPngEncOpenEx
c839bb4c	sysPrxForUser	sys_rsxaudio_initialize
c848d425	sceNpTus	sceNpTusGetMultiSlotDataStatus
c851a4c0	cellSysutilAvcExt	cellSysutilAvcExtStartVoiceDetection
c862f7c8		_ZNSt12strstreambuf8overflowEi
c880f37d	sceNpUtil	sceNpUtilBandwidthTestGetStatus
c8910002		ilogbl
c8971db5	cellSysutil	cellWebBrowserSetLocalContentsAdditionalTitleID
c8b94ee5	cell_FreeType2	FT_Get_BDF_Property
c8dd9279		expm1
c8f3bd09	cellGcmSys	cellGcmGetCurrentField
c9030138	sys_io	cellMouseInit
c90f4bbc		_atan2f4
c9151906	cellNetAoi	cellNetAoiGetLocalInfo
c9157d30	sys_net	_sys_net_h_errno_loc
c91c8ece	cellFont	cellFontGetBindingRenderer
c93200de	cellSysmodule	cellSysmoduleLoadModuleFile
c944fa56	cellL10n	SBCStoUCS2
c9471fac		_Mtxinit
c9481758		_tanf4
c94b27e3		_WStof
c94f6939	sys_net	accept
c94fcc63		cbrtl
c95b20d3		fputwc
c9607d35		_Stopfx
c9645c41	cellSysutil	cellGameDataCheckCreate2
c96e89e9	cellSysutil	cellAudioOutSetCopyControl
c977e1ea		fetestexcept
c97a17d7		vsscanf
c97dc2a7	libsnd3	cellSnd3VoiceKeyOff
c982a84a	libvdec	cellVdecQueryAttrEx
c984bf53		roundf
c99ee313	sceNpUtil	sceNpUtilBandwidthTestAbort
c9a95fcb	cellAtrac	cellAtracGetVacantSize
c9b78f58	cellL10n	MSJISstoUCS2s
c9c3ef14	cellPrintUtility	cellPrintLoadAsync
c9c536ce		_ldexpf4
c9dc3ac5	sys_fs	cellFsTruncate
ca0a2d04	sceNp	sceNpSignalingGetConnectionStatus
ca0ea996	sceNpCommerce2	sceNpCommerce2GetCategoryContentsGetResult
ca239640		fmodf4
ca39c4b2	sceNp	sceNpLookupTitleSmallStorage
ca4181b4	sceNpClans	sceNpClansGetClanList
ca463458		_Log
ca4c4600	cellSpurs	cellSpursFinalize
ca5ac370	cellAudio	cellAudioQuit
ca8181c1	cellPamf	cellPamfGetHeaderSize
ca872c41	cellGameExec	cellGameExecGame
ca9a60bf	sysPrxForUser	sys_mempool_create
caabd992	cellGcmSys	cellGcmInitDefaultFifoMode
caaf7ae7		cprojf
cab654bf		_Once_ctor
cac167a5		_Cmulcc
cac7e7d7	cellMic	cellMicSysShareStart
cac83a05		_ZNSt6locale7_LocimpC2Eb
cac9fc34	cellHttp	cellHttpClientSetUserAgent
caed32c1	cellFont	cellFontGenerateCharGlyphVertical
cb1e777f	cellDtcpIpUtility	cellDtcpIpStartSequence
cb377e36	sys_lv2dbg	sys_dbg_get_lwmutex_information
cb4edaec	cellSsl	BER_read_item
cb588dba	sys_fs	cellFsFGetBlockSize
cb6599c0		exp2f
cb6a147e		_cosf4fast
cb7d00a4		_ZNSt6_WinitD2Ev
cb82e0dc		_ZSt13set_terminatePFvvE
cb85ac70		mspace_malloc
cb90c761	cellRtc	cellRtcGetTime_t
cb9c535b		strftime
cbac7ad7		memchr
cbbc20b7	cellImeJpUtility	cellImeJpAllConvertCancel
cbc06973	cellPesmUtility	cellPesmFinalize2
cbdc3a6d		raw_spu_write_int
cbdf9afb		_log10f4fast
cbe0c10a	cellSysutilAvcExt	cellSysutilAvcExtGetSurfacePointer
cbe74ad3		_ZNKSt8messagesIwE8do_closeEi
cbf1758b	sys_fs	cellFsGetDirentCount
cc131b91	cellSysutilAvcExt	cellSysutilAvcExtStopMicDetection
cc1633cc	cellL10n	l10n_get_converter
cc18cd2c	sceNpCommerce2	sceNpCommerce2CreateSessionStart
cc20195f	cell_FreeType2	FT_New_Face
cc3cca60	cellSail	cellSailAviStreamGetHeader
cc5e0c72		_divi4
cc79f55d		_ZNKSt7_MpunctIcE16do_negative_signEv
cc7a31cd	sceNpTus	sceNpTusGetMultiUserVariableAsync
cc86a8f6	sceNpTus	sceNpTusSetMultiSlotVariable
cc946d56	sceNp	sceNpScoreGetFriendsRankingAsync
cc987ba6	cellSail	cellSailPlayerDumpImage
cca68e9c		putwc
ccbe2e69	sceNp	sceNpCommerceGetSkuImageURL
ccc66f11		_FSinh
cccd3257	cellSpudll	cellSpudllGetImageSize
ccce71bd	cellRtc	cellRtcTickAddSeconds
ccf0aeff	cellSysutilAvc2	cellSysutilAvc2SetAttribute
ccf14bd5		_ZNSt7num_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEE7_GetcatEPPKNSt6locale5facetE
ccf57336	cellHttp	cellHttpClientGetSslVersion
ccff1284	cellDmux	cellDmuxResetStreamAndWaitDone
cd1a3f23	cellRudp	cellRudpGetStatus
cd33ed4f		_ZNSbIwSt11char_traitsIwESaIwEEC1Ev
cd33f3e2	cellVpost	cellVpostOpen
cd48ad62	cellCelp8Enc	cellCelp8EncOpenEx
cd7bc431	cellAudio	cellAudioPortOpen
cdafdf19		_ZNSt15basic_streambufIcSt11char_traitsIcEE9showmanycEv
cdc6aefd	cellSysutil	cellSaveDataUserAutoLoad
ce4374f6	cellGame	cellGamePatchCheck
ce653b6c		_ZNSt6_MutexC2Ev
ce6705c3		_ZNKSt7num_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEE8_GetifldEPcRS3_S6_NSt5_IosbIiE9_FmtflagsERKSt6locale
ce6780c9	cellSysutilAvc2	cellSysutilAvc2UnloadAsync2
ce6cb776	cellOvis	cellOvisFixSpuSegments
ce6d7791	libgem	cellGemForceRGB
ce6dc0f0	sceNpClans	sceNpClansRemoveChallenge
ce7a9e76		isprint_ascii
ce81c7f0	sceNp	sceNpLookupCreateTitleCtx
ce853fbf	cellSpurs	cellSpursTraceStart
ce8c6abc		_ZNSt8ios_base4InitC2Ev
ce91ff18		nanf
ceb2eb36	cellImeJpUtility	cellImeJpOpenExt
cecbcdc4		_Frv2d
cece771f	cellSync	cellSyncRwmRead
ced17573	cellSysutil	cellSaveDataFixedDelete
ced4dda9	cellFont	cellFontGetRenderEffectSlant
cee3c5a0	cell_FreeType2	FT_Set_MM_Blend_Coordinates
ceeebc7a	sceNp	sceNpProfileCallGui
cf01d5d4	cellAtrac	cellAtracGetSoundInfo
cf115fcc	libsnd3	cellSnd3UnbindSoundData
cf11c3d6	cellRtc	cellRtcParseRfc3339
cf1aaefa	cellPrintUtility	cellSysutilPrintInit
cf1cbcf5	libad_async	sceAdAsyncCloseContext
cf34969c	sys_fs	cellFsStReadGetStatus
cf51864b	sceNp	sceNpDrmGetTimelimit
cf863219		_Fwprep
cf89f218	cellSpursJq	_cellSpursJobQueuePort2PushJobBody
cf9b4d80		_ZNSt10moneypunctIwLb1EED0Ev
cfad36de	cellSysutil	_ZN4cxml8DocumentC1Ev
cfbfb7a7		spu_printf_detach_thread
cfd469e4	sceNp	sceNpCommerceGetProductCategoryFinish
cfd82265	cell_FreeType2	FT_Stroker_Rewind
cfdd8e87	cellSysutil	cellSysutilDisableBgmPlayback
cfdf24bb	cellSysutil	cellVideoOutDebugSetMonitorType
cfee82d8		_remainderf4
cffc42a5	libvdec	cellVdecSetFrameRateExt
d0066b17	cellFiber	cellFiberPpuContextSwitch
d00a6988	cellAdec	cellAdecOpen
d01b570d	cellGcmSys	cellGcmSetGraphicsHandler
d0230671	cellPamf	cellPamfReaderGetNumberOfSpecificStreams
d02ef83d	cellL10n	GB18030stoUTF8s
d03cea35	sceNp	sceNpCommerceGetDataFlagState
d053f113	sceNp	sceNpBasicGetCustomInvitationEntry
d05ea37c		_ZNKSt19istreambuf_iteratorIwSt11char_traitsIwEEdeEv
d06918c4	cellSync	cellSyncMutexTryLock
d06c90a4	cellHttp	cellHttpClientGetPerPipelineMax
d08b68da	cellFontFT	FTCacheStream_CacheEnd
d0958814	sceNp	sceNpSignalingGetPeerNetInfoResult
d0a5d727	cellNetCtl	cellGameUpdateCheckStartAsync
d0b1d189	cellGcmSys	cellGcmSetTile
d0e766fe	cellUsbd	cellUsbdInit
d0ea47a7	sysPrxForUser	sys_prx_unregister_library
d0ebd14f	cellSailRec	cellSailComposerGetEsAudioParameter
d0fd3ca8		_hypotf4
d125b89e		conjf
d12673a0	cell_FreeType2	FT_Set_Pixel_Sizes
d127cd3e	cellMic	cellMicSysShareInit
d12e40ae	sceNp	sceNpLookupNpIdAsync
d1462438	cellSail	cellSailSoundAdapterFinalize
d14e784d	cellVoice	cellVoicePausePortAll
d14ece90		strtol
d18b0627	cellSsl	BIO_set_cb_arg
d1a3574c		clog10f
d1a40ef4	cellPamf	cellPamfVerify
d1ad4570	sysPrxForUser	_sys_heap_get_mallinfo
d1ada7ae	libad_core	sceAdCloseContext
d1b043b7		_ZSt10_MaklocchrIwET_cPS0_RKSt7_Cvtvec
d1b0d146	cellSync2	cellSync2SemaphoreAcquire
d1ca0503	cellResc	cellRescVideoOutResolutionId2RescBufferMode
d1d55a90	cellSail	cellSailPlayerSetPaused
d1d69cb8		_Stod
d1ec0b25	cellHttp	cellHttpClientGetHeader
d1ee6195		_ZNKSt8time_putIcSt19ostreambuf_iteratorIcSt11char_traitsIcEEE6do_putES3_RSt8ios_basecPKSt2tmcc
d208f91d	sceNp	sceNpUtilCmpNpId
d20d7798	sceNp	sceNpMatchingKickRoomMemberWithOpt
d20f6601		independent_calloc
d231e30a		ldexpl
d24e3928	cellGame	cellGameThemeInstall
d276ff1f	cellHttp	cellHttpEnd
d28ef6dd		_Hypot
d29fe5e3	cellRemotePlay	cellRemotePlayEncryptAllData
d2a666c9		ctanh
d2a99b1e		isprint
d2ac48d7		iswalnum
d2bc5bfd	cellPngDec	cellPngDecOpen
d2e23fa9	cellSpurs	cellSpursSetExceptionEventHandler
d2f9d93d		_ZNKSt7num_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEE6do_putES3_RSt8ios_basewe
d3039d4d	sysPrxForUser	_sys_strncpy
d3346dc4	sceNpClans	sceNpClansRemovePostedChallenge
d338a65a	sys_fs	cellFsFdatasync
d33ad4d0	cellHttp	cellHttpAuthCacheSetEntryMax
d34a420d	cellGcmSys	cellGcmSetZcull
d356aefd		_ZNSt6_Mutex7_UnlockEv
d360dcb4		fileno
d374fa07	libsynth2	cellSoundSynth2GetParam
d3758645	cellResc	cellRescSetVBlankHandler
d3790a86	cellSysutil	cellOskDialogSetDeviceMask
d37b127a	libgem	cellGemGetInertialState
d37fb694	cellSailRec	cellSailRecorderCancel
d38f4018		_ZSt11_MaklocbyteIwEcT_RKSt7_Cvtvec
d3964a09		__spu_thread_putfld
d3a346a8		tanl
d3a84be1	cellVoice	cellVoiceStop
d3ad63e4	cellScreenShotUtility	cellScreenShotSetParameter
d3cdd694	cellSysutil	_ZN4cxml8Document12RegisterFileEPKvjPNS_4FileE
d3ea496b	cellOskExtUtility	cellOskDialogExtUpdatePointerDisplayPos
d3fc3606	cellImeJpUtility	cellImeJpGetConfirmString
d3fcd411	cellHttp	cellHttpClientGetSendBufferSize
d4049de0	cellSail	cellSailMp4MovieIsCompatibleBrand
d40723d6		fread
d40f3f2c		erff
d417eeb5		_Stoull
d41d3bd2	cellRtc	cellRtcTickAddHours
d425ac7d	cellPesmUtility	cellPesmCloseDevice
d42657dd	cellSysutilAvc2	cellSysutilAvc2StartStreaming2
d42904b7		fabsl
d43a130e	sceNpCommerce2	sceNpCommerce2DoCheckoutFinishAsync
d45c3481	cellPesmUtility	cellPesmInitEntry2
d477852d		logf
d47cc666	cellHttp	cellHttpTransactionReleaseConnection
d4838fbd		_ZNKSt7num_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEE6do_putES3_RSt8ios_basewm
d48eaae1		scalblnl
d4912ee3		_FDscale
d4ba5b31		_ZNSt8_LocinfoC2EPKc
d4c180d4	cellDTSHDCOREdec	_SceAdecCorrectPtsValue_DtsHd_Core
d4c6b098	sys_net	sys_netset_open
d4d80ea5	cellVoice	cellVoiceSetMuteFlagAll
d4f37b9d		tanhf
d50277ad		tan
d51bfae7	cellSync2	cellSync2MutexEstimateBufferSize
d5244a29		_ZNSt10moneypunctIwLb1EE7_GetcatEPPKNSt6locale5facetE
d5263dea	cellUsbd	cellUsbdGetThreadPriority
d526fd70	cellSysutil	_ZNK4cxml9Attribute6GetIntEPi
d54039cb		fegettrapenable
d55dbc11	cellMusicDecodeUtility	cellMusicDecodeInitialize
d59aa307	cellSync	cellSyncLFQueueGetDirection
d59c193c		_Nan
d5adc4b2		cpowl
d5ae37d8	cellVoice	cellVoiceSetVolume
d5c5ee3d		_ZNKSt7num_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEE6do_getES3_S3_RSt8ios_baseRNSt5_IosbIiE8_IostateERj
d5c8cb55		spu_thread_write_ushort
d5d0b256	cellSpurs	cellSpursJobGuardNotify
d5d38552		_LCaddcc
d5f9a15b	cellSail	cellSailDescriptorGetStreamType
d612fa16		_Sinh
d62f5d76	cellFont	cellFontDeleteGlyph
d632a727	cellHttp	cellHttpEndExternalCache
d632bcbf	cellFontFT	FTManager_Done_FreeType
d6551cd1	sceNpClans	sceNpClansDestroyRequest
d666931f	cellRudp	cellRudpGetLocalInfo
d6811aa7	cellVoice	cellVoiceGetSignalState
d698385d		_Ldbl
d69c513d		_Wcscollx
d6ee1090		_ZNKSt9money_getIcSt19istreambuf_iteratorIcSt11char_traitsIcEEE6do_getES3_S3_bRSt8ios_baseRNSt5_IosbIiE8_IostateERe
d6f3fc82	cellRemotePlay	cellRemotePlayStopPeerVideoOut
d70df92a		_FCaddcr
d725f320	sys_lv2coredump	sys_lv2coredump_D725F320
d73321ed		_ZNSt10ostrstreamD1Ev
d737fd2d	sceNp	sceNpLookupWaitAsync
d73938df	sys_fs	cellFsStReadFinish
d7471088	cellHttp	cellHttpClientSetConnTimeout
d7653782		sinhf
d76a16da		_fmaf4
d76b2e07		_ZNKSt7codecvtIwcSt9_MbstatetE13do_max_lengthEv
d784459d		isupper
