ordinal	packet	name	source	ref	fw_from	fw_to
866	none	sys_ss_secure_rtc	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
867	none	sys_ss_appliance_info_manager	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
868	none	sys_ss_individual_info_manager	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
869	none	sys_ss_factory_data_manager	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
870	none	sys_ss_get_console_id	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
871	none	sys_ss_access_control_engine	cellgov	cellgov_ps3_abi::lv2::syscall::SS_ACCESS_CONTROL_ENGINE	none	none
871	none	sys_ss_access_control_engine	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
872	none	sys_ss_get_open_psid	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
872	none	sys_ss_get_open_psid	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_SS_GET_OPEN_PSID	none	none
873	none	sys_ss_get_cache_of_product_mode	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
874	none	sys_ss_get_cache_of_flash_ext_flag	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
875	none	sys_ss_get_boot_device	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
876	none	sys_ss_disc_access_control	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
878	none	sys_ss_ad_sign	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
879	none	sys_ss_media_id	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
880	none	sys_deci3_open	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
880	none	sys_deci3_open	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_DECI3_OPEN	none	none
881	none	sys_deci3_create_event_path	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
881	none	sys_deci3_create_event_path	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_DECI3_CREATE_EVENT_PATH	none	none
882	none	sys_deci3_close	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
882	none	sys_deci3_close	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_DECI3_CLOSE	none	none
883	none	sys_deci3_send	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
883	none	sys_deci3_send	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_DECI3_SEND	none	none
884	none	sys_deci3_receive	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
884	none	sys_deci3_receive	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_DECI3_RECEIVE	none	none
885	none	sys_deci3_open2	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
890	none	sys_deci3_initialize	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
891	none	sys_deci3_terminate	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
892	none	sys_deci3_debug_mode	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
893	none	sys_deci3_show_status	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
894	none	sys_deci3_echo_test	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
895	none	sys_deci3_send_dcmp_packet	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
896	none	sys_deci3_dump_cp_register	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
897	none	sys_deci3_dump_cp_buffer	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
899	none	sys_deci3_test	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
900	none	sys_dbg_stop_processes	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
901	none	sys_dbg_continue_processes	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
902	none	sys_dbg_stop_threads	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
903	none	sys_dbg_continue_threads	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
904	none	sys_dbg_read_process_memory	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
905	none	sys_dbg_write_process_memory	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
906	none	sys_dbg_read_thread_register	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
907	none	sys_dbg_write_thread_register	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
908	none	sys_dbg_get_process_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
909	none	sys_dbg_get_thread_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
910	none	sys_dbg_get_thread_info	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
911	none	sys_dbg_spu_thread_read_from_ls	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
912	none	sys_dbg_spu_thread_write_to_ls	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
913	none	sys_dbg_kill_process	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
914	none	sys_dbg_get_process_info	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
915	none	sys_dbg_set_run_control_bit_to_spu	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
916	none	sys_dbg_spu_thread_get_exception_cause	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
917	none	sys_dbg_create_kernel_event_queue	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
918	none	sys_dbg_read_kernel_event_queue	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
919	none	sys_dbg_destroy_kernel_event_queue	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
920	none	sys_dbg_get_process_event_ctrl_flag	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
921	none	sys_dbg_set_process_event_cntl_flag	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
922	none	sys_dbg_get_spu_thread_group_event_cntl_flag	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
923	none	sys_dbg_set_spu_thread_group_event_cntl_flag	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
924	none	sys_dbg_get_module_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
925	none	sys_dbg_get_raw_spu_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
926	none	sys_dbg_initialize_scratch_executable_area	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
927	none	sys_dbg_terminate_scratch_executable_area	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
928	none	sys_dbg_initialize_scratch_data_area	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
929	none	sys_dbg_terminate_scratch_data_area	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
930	none	sys_dbg_get_user_memory_stat	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
931	none	sys_dbg_get_shared_memory_attribute_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
932	none	sys_dbg_get_mutex_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
933	none	sys_dbg_get_mutex_information	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
934	none	sys_dbg_get_cond_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
935	none	sys_dbg_get_cond_information	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
936	none	sys_dbg_get_rwlock_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
937	none	sys_dbg_get_rwlock_information	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
938	none	sys_dbg_get_lwmutex_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
939	none	sys_dbg_get_address_from_dabr	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
940	none	sys_dbg_set_address_to_dabr	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
941	none	sys_dbg_get_lwmutex_information	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
942	none	sys_dbg_get_event_queue_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
943	none	sys_dbg_get_event_queue_information	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
944	none	sys_dbg_initialize_ppu_exception_handler	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
945	none	sys_dbg_finalize_ppu_exception_handler	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
946	none	sys_dbg_get_semaphore_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
947	none	sys_dbg_get_semaphore_information	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
948	none	sys_dbg_get_kernel_thread_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
949	none	sys_dbg_get_kernel_thread_info	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
950	none	sys_dbg_get_lwcond_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
951	none	sys_dbg_get_lwcond_information	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
952	none	sys_dbg_create_scratch_data_area_ext	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
953	none	sys_dbg_vm_get_page_information	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
954	none	sys_dbg_vm_get_info	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
955	none	sys_dbg_enable_floating_point_enabled_exception	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
956	none	sys_dbg_disable_floating_point_enabled_exception	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
957	none	sys_dbg_get_process_memory_container_information	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
960	none	sys_control_performance_monitor	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
961	none	sys_performance_monitor_hidden	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
962	none	sys_performance_monitor_bookmark	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
963	none	sys_lv1_pc_trace_create	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
964	none	sys_lv1_pc_trace_start	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
965	none	sys_lv1_pc_trace_stop	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
966	none	sys_lv1_pc_trace_get_status	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
967	none	sys_lv1_pc_trace_destroy	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
968	none	sys_rsx_trace_ioctl	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
970	none	sys_dbg_get_event_flag_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
971	none	sys_dbg_get_event_flag_information	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
975	none	sys_dbg_read_spu_thread_context2	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
976	none	sys_crypto_engine_create	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
977	none	sys_crypto_engine_destroy	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
978	none	sys_crypto_engine_hasher_prepare	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
979	none	sys_crypto_engine_hasher_run	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
980	none	sys_crypto_engine_hasher_get_hash	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
981	none	sys_crypto_engine_cipher_prepare	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
982	none	sys_crypto_engine_cipher_run	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
983	none	sys_crypto_engine_cipher_get_hash	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
984	none	sys_crypto_engine_random_generate	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
