ordinal	packet	name	source	ref	fw_from	fw_to
333	none	sys_mmapper_set_shared_memory_flag	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
334	none	sys_mmapper_map_shared_memory	cellgov	cellgov_ps3_abi::lv2::syscall::MMAPPER_MAP_SHARED_MEMORY	none	none
334	none	sys_mmapper_map_shared_memory	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
335	none	sys_mmapper_unmap_shared_memory	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
336	none	sys_mmapper_change_address_access_right	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
336	none	sys_mmapper_change_address_access_right	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_MMAPPER_CHANGE_ADDRESS_ACCESS_RIGHT	none	none
337	none	sys_mmapper_search_and_map	cellgov	cellgov_ps3_abi::lv2::syscall::MMAPPER_SEARCH_AND_MAP	none	none
337	none	sys_mmapper_search_and_map	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
337	none	sys_mmapper_search_and_map	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_MMAPPER_SEARCH_AND_MAP	none	none
338	none	sys_mmapper_get_shared_memory_attribute	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
339	none	sys_mmapper_allocate_shared_memory_ext	cellgov	cellgov_ps3_abi::lv2::syscall::MMAPPER_ALLOCATE_SHARED_MEMORY_EXT	none	none
339	none	sys_mmapper_allocate_shared_memory_ext	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
341	none	sys_memory_container_create	cellgov	cellgov_ps3_abi::lv2::syscall::MEMORY_CONTAINER_CREATE	none	none
341	none	_sys_memory_container_create	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
342	none	sys_memory_container_destroy	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
343	none	sys_memory_container_get_size	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
343	none	sys_memory_container_get_size	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_MEMORY_CONTAINER_GET_SIZE	none	none
344	none	sys_memory_budget_set	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
348	none	sys_memory_allocate	cellgov	cellgov_ps3_abi::lv2::syscall::MEMORY_ALLOCATE	none	none
348	none	sys_memory_allocate	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
348	none	sys_memory_allocate	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_MEMORY_ALLOCATE	none	none
349	none	sys_memory_free	cellgov	cellgov_ps3_abi::lv2::syscall::MEMORY_FREE	none	none
349	none	sys_memory_free	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
349	none	sys_memory_free	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_MEMORY_FREE	none	none
350	none	sys_memory_allocate_from_container	cellgov	cellgov_ps3_abi::lv2::syscall::MEMORY_ALLOCATE_FROM_CONTAINER	none	none
350	none	sys_memory_allocate_from_container	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
350	none	sys_memory_allocate_from_container	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_MEMORY_ALLOCATE_FROM_CONTAINER	none	none
351	none	sys_memory_get_page_attribute	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
351	none	sys_memory_get_page_attribute	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_MEMORY_GET_PAGE_ATTRIBUTE	none	none
352	none	sys_memory_get_user_memory_size	cellgov	cellgov_ps3_abi::lv2::syscall::MEMORY_GET_USER_MEMORY_SIZE	none	none
352	none	sys_memory_get_user_memory_size	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
352	none	sys_memory_get_user_memory_size	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_MEMORY_GET_USER_MEMORY_SIZE	none	none
353	none	sys_memory_get_user_memory_stat	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
356	none	sys_memory_allocate_colored	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
361	none	sys_memory_allocate_from_container_colored	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
362	none	sys_mmapper_allocate_shared_memory_from_container	cellgov	cellgov_ps3_abi::lv2::syscall::MMAPPER_ALLOCATE_SHARED_MEMORY_FROM_CONTAINER	none	none
362	none	sys_mmapper_allocate_memory_from_container	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
367	none	sys_uart_initialize	cellgov	cellgov_ps3_abi::lv2::syscall::UART_INITIALIZE	none	none
367	none	sys_uart_initialize	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
368	none	sys_uart_receive	cellgov	cellgov_ps3_abi::lv2::syscall::UART_RECEIVE	none	none
368	none	sys_uart_receive	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
369	none	sys_uart_send	cellgov	cellgov_ps3_abi::lv2::syscall::UART_SEND	none	none
369	none	sys_uart_send	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
370	none	sys_uart_get_params	cellgov	cellgov_ps3_abi::lv2::syscall::UART_GET_PARAMS	none	none
370	none	sys_uart_get_params	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
372	none	sys_game_watchdog_start	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
373	none	sys_game_watchdog_stop	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
374	none	sys_game_watchdog_clear	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
375	none	sys_game_set_system_sw_version	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
376	none	sys_game_get_system_sw_version	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
377	none	sys_sm_set_shop_mode	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
378	none	sys_sm_get_ext_event2	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
379	none	sys_sm_shutdown	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
380	none	sys_sm_get_params	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
381	none	sys_sm_get_inter_lpar_parameter	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
382	none	sys_sm_initialize	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
383	none	sys_game_get_temperature	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
384	none	sys_sm_get_tzpb	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
385	none	sys_sm_request_led	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
386	none	sys_sm_control_led	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
387	none	sys_sm_get_system_info	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
388	none	sys_sm_ring_buzzer_too	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
389	none	sys_sm_set_fan_policy	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
390	none	sys_sm_request_error_log	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
391	none	sys_sm_request_be_count	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
392	none	sys_sm_ring_buzzer	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
393	none	sys_sm_get_hw_config	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
394	none	sys_sm_request_scversion	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
395	none	sys_sm_request_system_event_log	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
396	none	sys_sm_set_rtc_alarm	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
397	none	sys_sm_get_rtc_alarm	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
398	none	sys_console_write	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
402	none	sys_tty_read	cellgov	cellgov_ps3_abi::lv2::syscall::TTY_READ	none	none
402	none	sys_tty_read	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
402	none	sys_tty_read	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_TTY_READ	none	none
403	none	sys_tty_write	cellgov	cellgov_ps3_abi::lv2::syscall::TTY_WRITE	none	none
403	none	sys_tty_write	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
403	none	sys_tty_write	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_TTY_WRITE	none	none
409	none	sys_sm_get_fan_policy	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
410	none	sys_game_board_storage_read	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
411	none	sys_game_board_storage_write	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
412	none	sys_game_get_rtc_status	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
450	none	sys_overlay_load_module	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
450	none	sys_overlay_load_module	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_OVERLAY_LOAD_MODULE	none	none
451	none	sys_overlay_unload_module	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
451	none	sys_overlay_unload_module	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_OVERLAY_UNLOAD_MODULE	none	none
452	none	sys_overlay_get_module_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
452	none	sys_overlay_get_module_list	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_OVERLAY_GET_MODULE_LIST	none	none
453	none	sys_overlay_get_module_info	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
453	none	sys_overlay_get_module_info	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_OVERLAY_GET_MODULE_INFO	none	none
454	none	sys_overlay_load_module_by_fd	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
454	none	sys_overlay_load_module_by_fd	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_OVERLAY_LOAD_MODULE_BY_FD	none	none
455	none	sys_overlay_get_module_info2	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
455	none	sys_overlay_get_module_info2	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_OVERLAY_GET_MODULE_INFO2	none	none
456	none	sys_overlay_get_sdk_version	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
456	none	sys_overlay_get_sdk_version	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_OVERLAY_GET_SDK_VERSION	none	none
457	none	sys_overlay_get_module_dbg_info	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
460	none	sys_prx_dbg_get_module_id_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
461	none	sys_prx_get_module_id_by_address	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
461	none	sys_prx_get_module_id_by_address	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_GET_MODULE_ID_BY_ADDRESS	none	none
463	none	sys_prx_load_module_by_fd	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
463	none	sys_prx_load_module_by_fd	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_LOAD_MODULE_BY_FD	none	none
464	none	sys_prx_load_module_on_memcontainer_by_fd	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
464	none	sys_prx_load_module_on_memcontainer_by_fd	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_LOAD_MODULE_ON_MEMCONTAINER_BY_FD	none	none
465	none	sys_prx_load_module_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
465	none	sys_prx_load_module_list	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_LOAD_MODULE_LIST	none	none
466	none	sys_prx_load_module_list_on_memcontainer	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
466	none	sys_prx_load_module_list_on_memcontainer	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_LOAD_MODULE_LIST_ON_MEMCONTAINER	none	none
467	none	sys_prx_get_ppu_guid	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
467	none	sys_prx_get_ppu_guid	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_GET_PPU_GUID	none	none
470	none	sys_npdrm_check_ekc	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
471	none	sys_npdrm_regist_ekc	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
480	none	_sys_prx_load_module	cellgov	cellgov_ps3_abi::lv2::syscall::SYS_PRX_LOAD_MODULE	none	none
480	none	sys_prx_load_module	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
480	none	sys_prx_load_module	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_LOAD_MODULE	none	none
481	none	_sys_prx_start_module	cellgov	cellgov_ps3_abi::lv2::syscall::SYS_PRX_START_MODULE	none	none
481	none	sys_prx_start_module	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
481	none	sys_prx_start_module	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_START_MODULE	none	none
482	none	_sys_prx_stop_module	cellgov	cellgov_ps3_abi::lv2::syscall::SYS_PRX_STOP_MODULE	none	none
482	none	sys_prx_stop_module	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
482	none	sys_prx_stop_module	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_STOP_MODULE	none	none
483	none	_sys_prx_unload_module	cellgov	cellgov_ps3_abi::lv2::syscall::SYS_PRX_UNLOAD_MODULE	none	none
483	none	sys_prx_unload_module	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
483	none	sys_prx_unload_module	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_UNLOAD_MODULE	none	none
484	none	_sys_prx_register_module	cellgov	cellgov_ps3_abi::lv2::syscall::SYS_PRX_REGISTER_MODULE	none	none
484	none	sys_prx_register_module	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
484	none	sys_prx_register_module	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_REGISTER_MODULE	none	none
485	none	sys_prx_query_module	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
485	none	sys_prx_query_module	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_QUERY_MODULE	none	none
486	none	_sys_prx_register_library	cellgov	cellgov_ps3_abi::lv2::syscall::SYS_PRX_REGISTER_LIBRARY	none	none
486	none	sys_prx_register_library	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
486	none	sys_prx_register_library	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_REGISTER_LIBRARY	none	none
487	none	sys_prx_unregister_library	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
487	none	sys_prx_unregister_library	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_UNREGISTER_LIBRARY	none	none
488	none	sys_prx_link_library	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
488	none	sys_prx_link_library	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_LINK_LIBRARY	none	none
489	none	sys_prx_unlink_library	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
489	none	sys_prx_unlink_library	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_UNLINK_LIBRARY	none	none
490	none	sys_prx_query_library	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
490	none	sys_prx_query_library	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_QUERY_LIBRARY	none	none
492	none	sys_prx_dbg_get_module_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
493	none	sys_prx_dbg_get_module_info	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
494	none	_sys_prx_get_module_list	cellgov	cellgov_ps3_abi::lv2::syscall::SYS_PRX_GET_MODULE_LIST	none	none
494	none	sys_prx_get_module_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
494	none	sys_prx_get_module_list	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_GET_MODULE_LIST	none	none
495	none	sys_prx_get_module_info	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
495	none	sys_prx_get_module_info	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_GET_MODULE_INFO	none	none
496	none	sys_prx_get_module_id_by_name	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
496	none	sys_prx_get_module_id_by_name	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_GET_MODULE_ID_BY_NAME	none	none
497	none	_sys_prx_load_module_on_memcontainer	cellgov	cellgov_ps3_abi::lv2::syscall::SYS_PRX_LOAD_MODULE_ON_MEMCONTAINER	none	none
497	none	sys_prx_load_module_on_memcontainer	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
497	none	sys_prx_load_module_on_memcontainer	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_LOAD_MODULE_ON_MEMCONTAINER	none	none
498	none	sys_prx_start	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
498	none	sys_prx_start	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_START	none	none
499	none	sys_prx_stop	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
499	none	sys_prx_stop	psl1ght	ppu/include/lv2/syscalls.h:SYSCALL_PRX_STOP	none	none
500	none	sys_hid_manager_open	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
501	none	sys_hid_manager_close	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
502	none	sys_hid_manager_read	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
503	none	sys_hid_manager_ioctl	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
504	none	sys_hid_manager_map_logical_id_to_port_id	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
505	none	sys_hid_manager_unmap_logical_id_to_port_id	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
506	none	sys_hid_manager_add_hot_key_observer	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
507	none	sys_hid_manager_remove_hot_key_observer	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
508	none	sys_hid_manager_grab_focus	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
509	none	sys_hid_manager_release_focus	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
510	none	sys_hid_manager_check_focus	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
511	none	sys_hid_manager_set_master_process	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
512	none	sys_hid_manager_is_process_permission_root	cellgov	cellgov_ps3_abi::lv2::syscall::HID_IS_ROOT	none	none
516	none	sys_config_open	cellgov	cellgov_ps3_abi::lv2::syscall::CONFIG_OPEN	none	none
516	none	sys_config_open	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
517	none	sys_config_close	cellgov	cellgov_ps3_abi::lv2::syscall::CONFIG_CLOSE	none	none
517	none	sys_config_close	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
518	none	sys_config_get_service_event	cellgov	cellgov_ps3_abi::lv2::syscall::CONFIG_GET_SERVICE_EVENT	none	none
518	none	sys_config_get_service_event	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
519	none	sys_config_add_service_listener	cellgov	cellgov_ps3_abi::lv2::syscall::CONFIG_ADD_SERVICE_LISTENER	none	none
519	none	sys_config_add_service_listener	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
520	none	sys_config_remove_service_listener	cellgov	cellgov_ps3_abi::lv2::syscall::CONFIG_REMOVE_SERVICE_LISTENER	none	none
520	none	sys_config_remove_service_listener	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
521	none	sys_config_register_service	cellgov	cellgov_ps3_abi::lv2::syscall::CONFIG_REGISTER_SERVICE	none	none
521	none	sys_config_register_service	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
522	none	sys_config_unregister_service	cellgov	cellgov_ps3_abi::lv2::syscall::CONFIG_UNREGISTER_SERVICE	none	none
522	none	sys_config_unregister_service	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
523	none	sys_config_io_event	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
524	none	sys_config_register_io_error_listener	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
525	none	sys_config_unregister_io_error_listener	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
530	none	sys_usbd_initialize	cellgov	cellgov_ps3_abi::lv2::syscall::USBD_INITIALIZE	none	none
530	none	sys_usbd_initialize	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
531	none	sys_usbd_finalize	cellgov	cellgov_ps3_abi::lv2::syscall::USBD_FINALIZE	none	none
531	none	sys_usbd_finalize	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
532	none	sys_usbd_get_device_list	cellgov	cellgov_ps3_abi::lv2::syscall::USBD_GET_DEVICE_LIST	none	none
532	none	sys_usbd_get_device_list	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
533	none	sys_usbd_get_descriptor_size	cellgov	cellgov_ps3_abi::lv2::syscall::USBD_GET_DESCRIPTOR_SIZE	none	none
533	none	sys_usbd_get_descriptor_size	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
534	none	sys_usbd_get_descriptor	cellgov	cellgov_ps3_abi::lv2::syscall::USBD_GET_DESCRIPTOR	none	none
534	none	sys_usbd_get_descriptor	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
535	none	sys_usbd_register_ldd	cellgov	cellgov_ps3_abi::lv2::syscall::USBD_REGISTER_LDD	none	none
535	none	sys_usbd_register_ldd	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
536	none	sys_usbd_unregister_ldd	cellgov	cellgov_ps3_abi::lv2::syscall::USBD_UNREGISTER_LDD	none	none
536	none	sys_usbd_unregister_ldd	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
537	none	sys_usbd_open_pipe	cellgov	cellgov_ps3_abi::lv2::syscall::USBD_OPEN_PIPE	none	none
537	none	sys_usbd_open_pipe	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
538	none	sys_usbd_open_default_pipe	cellgov	cellgov_ps3_abi::lv2::syscall::USBD_OPEN_DEFAULT_PIPE	none	none
538	none	sys_usbd_open_default_pipe	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
539	none	sys_usbd_close_pipe	cellgov	cellgov_ps3_abi::lv2::syscall::USBD_CLOSE_PIPE	none	none
539	none	sys_usbd_close_pipe	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
540	none	sys_usbd_receive_event	cellgov	cellgov_ps3_abi::lv2::syscall::USBD_RECEIVE_EVENT	none	none
540	none	sys_usbd_receive_event	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
541	none	sys_usbd_detect_event	cellgov	cellgov_ps3_abi::lv2::syscall::USBD_DETECT_EVENT	none	none
541	none	sys_usbd_detect_event	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
542	none	sys_usbd_attach	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
543	none	sys_usbd_transfer_data	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
544	none	sys_usbd_isochronous_transfer_data	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
545	none	sys_usbd_get_transfer_status	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
546	none	sys_usbd_get_isochronous_transfer_status	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
547	none	sys_usbd_get_device_location	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
548	none	sys_usbd_send_event	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
549	none	sys_usbd_event_port_send	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
550	none	sys_usbd_allocate_memory	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
551	none	sys_usbd_free_memory	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
556	none	sys_usbd_get_device_speed	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
558	none	sys_usbd_unregister_extra_ldd	psdevwiki	https://www.psdevwiki.com/ps3/LV2_Functions_and_Syscalls	none	none
