record	from_fw	to_fw	comparison	kind	ordinal
2708	3.21	3.30	compared	retargeted	139
2709	3.21	3.30	compared	retargeted	140
2710	3.21	3.30	compared	retargeted	149
2711	3.21	3.30	compared	retargeted	162
2712	3.21	3.30	compared	retargeted	163
2713	3.21	3.30	compared	retargeted	164
2714	3.21	3.30	compared	retargeted	168
2715	3.21	3.30	compared	retargeted	169
2716	3.21	3.30	compared	retargeted	170
2717	3.21	3.30	compared	retargeted	171
2718	3.21	3.30	compared	retargeted	172
2719	3.21	3.30	compared	retargeted	183
2720	3.21	3.30	compared	retargeted	184
2721	3.21	3.30	compared	retargeted	189
2722	3.21	3.30	compared	retargeted	195
2723	3.21	3.30	compared	retargeted	198
2724	3.21	3.30	compared	retargeted	199
2725	3.21	3.30	compared	retargeted	250
2726	3.21	3.30	compared	retargeted	251
2727	3.21	3.30	compared	retargeted	252
2728	3.21	3.30	compared	retargeted	253
2729	3.21	3.30	compared	retargeted	260
2730	3.21	3.30	compared	retargeted	300
2731	3.21	3.30	compared	retargeted	301
2732	3.21	3.30	compared	retargeted	302
2733	3.21	3.30	compared	retargeted	303
2734	3.21	3.30	compared	retargeted	304
2735	3.21	3.30	compared	retargeted	305
2736	3.21	3.30	compared	retargeted	306
2737	3.21	3.30	compared	retargeted	307
2738	3.21	3.30	compared	retargeted	308
2739	3.21	3.30	compared	retargeted	309
2740	3.21	3.30	compared	retargeted	344
2741	3.21	3.30	compared	retargeted	347
2742	3.21	3.30	compared	retargeted	371
2743	3.21	3.30	compared	retargeted	389
2744	3.21	3.30	compared	retargeted	400
2745	3.21	3.30	compared	retargeted	401
2746	3.21	3.30	compared	retargeted	404
2747	3.21	3.30	compared	retargeted	412
2748	3.21	3.30	compared	retargeted	461
2749	3.21	3.30	compared	retargeted	462
2750	3.21	3.30	compared	retargeted	463
2751	3.21	3.30	compared	retargeted	467
2752	3.21	3.30	compared	retargeted	470
2753	3.21	3.30	compared	retargeted	471
2754	3.21	3.30	compared	retargeted	472
2755	3.21	3.30	compared	retargeted	473
2756	3.21	3.30	compared	retargeted	474
2757	3.21	3.30	compared	retargeted	476
2758	3.21	3.30	compared	retargeted	480
2759	3.21	3.30	compared	retargeted	485
2760	3.21	3.30	compared	retargeted	486
2761	3.21	3.30	compared	retargeted	491
2762	3.21	3.30	compared	retargeted	500
2763	3.21	3.30	compared	retargeted	512
2764	3.21	3.30	compared	retargeted	515
2765	3.21	3.30	compared	retargeted	541
2766	3.21	3.30	compared	retargeted	570
2767	3.21	3.30	compared	retargeted	574
2768	3.21	3.30	compared	retargeted	575
2769	3.21	3.30	compared	retargeted	576
2770	3.21	3.30	compared	retargeted	577
2771	3.21	3.30	compared	retargeted	578
2772	3.21	3.30	compared	retargeted	579
2773	3.21	3.30	compared	retargeted	585
2774	3.21	3.30	compared	retargeted	586
2775	3.21	3.30	compared	retargeted	587
2776	3.21	3.30	compared	retargeted	590
2777	3.21	3.30	compared	retargeted	593
2778	3.21	3.30	compared	retargeted	609
2779	3.21	3.30	compared	retargeted	610
2780	3.21	3.30	compared	retargeted	611
2781	3.21	3.30	compared	retargeted	620
2782	3.21	3.30	compared	retargeted	621
2783	3.21	3.30	compared	retargeted	622
2784	3.21	3.30	compared	retargeted	623
2785	3.21	3.30	compared	retargeted	630
2786	3.21	3.30	compared	retargeted	631
2787	3.21	3.30	compared	retargeted	639
2788	3.21	3.30	compared	retargeted	666
2789	3.21	3.30	compared	retargeted	667
2790	3.21	3.30	compared	retargeted	668
2791	3.21	3.30	compared	retargeted	669
2792	3.21	3.30	compared	retargeted	670
2793	3.21	3.30	compared	retargeted	671
2794	3.21	3.30	compared	retargeted	672
2795	3.21	3.30	compared	retargeted	673
2796	3.21	3.30	compared	retargeted	674
2797	3.21	3.30	compared	retargeted	675
2798	3.21	3.30	compared	retargeted	676
2799	3.21	3.30	compared	retargeted	677
2800	3.21	3.30	compared	retargeted	678
2801	3.21	3.30	compared	retargeted	679
2802	3.21	3.30	compared	retargeted	696
2803	3.21	3.30	compared	retargeted	700
2804	3.21	3.30	compared	retargeted	701
2805	3.21	3.30	compared	retargeted	702
2806	3.21	3.30	compared	retargeted	703
2807	3.21	3.30	compared	retargeted	704
2808	3.21	3.30	compared	retargeted	705
2809	3.21	3.30	compared	retargeted	706
2810	3.21	3.30	compared	retargeted	707
2811	3.21	3.30	compared	retargeted	708
2812	3.21	3.30	compared	retargeted	709
2813	3.21	3.30	compared	retargeted	710
2814	3.21	3.30	compared	retargeted	711
2815	3.21	3.30	compared	retargeted	712
2816	3.21	3.30	compared	retargeted	713
2817	3.21	3.30	compared	retargeted	714
2818	3.21	3.30	compared	retargeted	715
2819	3.21	3.30	compared	retargeted	716
2820	3.21	3.30	compared	retargeted	717
2821	3.21	3.30	compared	retargeted	718
2822	3.21	3.30	compared	retargeted	724
2823	3.21	3.30	compared	retargeted	830
2824	3.21	3.30	compared	retargeted	846
2825	3.21	3.30	compared	retargeted	847
2826	3.21	3.30	compared	retargeted	861
2827	3.21	3.30	compared	retargeted	862
2828	3.21	3.30	compared	retargeted	863
2829	3.21	3.30	compared	retargeted	864
2830	3.21	3.30	compared	retargeted	865
2831	3.21	3.30	compared	retargeted	866
2832	3.21	3.30	compared	retargeted	867
2833	3.21	3.30	compared	retargeted	868
2834	3.21	3.30	compared	retargeted	869
2835	3.21	3.30	compared	retargeted	870
2836	3.21	3.30	compared	retargeted	871
2837	3.21	3.30	compared	retargeted	872
2838	3.21	3.30	compared	retargeted	876
2839	3.21	3.30	compared	retargeted	879
2840	3.21	3.30	compared	retargeted	900
2841	3.21	3.30	compared	retargeted	901
2842	3.21	3.30	compared	retargeted	906
2843	3.21	3.30	compared	retargeted	914
2844	3.21	3.30	compared	retargeted	933
2845	3.21	3.30	compared	retargeted	934
2846	3.21	3.30	compared	retargeted	935
2847	3.21	3.30	compared	retargeted	936
2848	3.21	3.30	compared	retargeted	937
2849	3.21	3.30	compared	retargeted	941
2850	3.21	3.30	compared	retargeted	942
2851	3.21	3.30	compared	retargeted	945
2852	3.21	3.30	compared	retargeted	946
2853	3.21	3.30	compared	retargeted	947
2854	3.21	3.30	compared	retargeted	951
2855	3.21	3.30	compared	retargeted	957
2856	3.21	3.30	compared	retargeted	958
2857	3.21	3.30	compared	retargeted	959
2858	3.21	3.30	compared	retargeted	971
2859	3.21	3.30	compared	retargeted	972
2860	3.21	3.30	compared	retargeted	973
2861	3.21	3.30	compared	retargeted	987
2862	3.30	3.40	compared	retargeted	0
2863	3.30	3.40	compared	retargeted	20
2864	3.30	3.40	compared	retargeted	42
2865	3.30	3.40	compared	retargeted	149
2866	3.30	3.40	compared	retargeted	162
2867	3.30	3.40	compared	retargeted	163
2868	3.30	3.40	compared	retargeted	164
2869	3.30	3.40	compared	retargeted	168
2870	3.30	3.40	compared	retargeted	183
2871	3.30	3.40	compared	retargeted	189
2872	3.30	3.40	compared	retargeted	195
2873	3.30	3.40	compared	retargeted	260
2874	3.30	3.40	compared	retargeted	344
2875	3.30	3.40	compared	retargeted	347
2876	3.30	3.40	compared	retargeted	371
2877	3.30	3.40	compared	retargeted	412
2878	3.30	3.40	compared	retargeted	461
2879	3.30	3.40	compared	retargeted	462
2880	3.30	3.40	compared	retargeted	491
2881	3.30	3.40	compared	retargeted	515
2882	3.30	3.40	compared	retargeted	576
2883	3.30	3.40	compared	retargeted	577
2884	3.30	3.40	compared	retargeted	578
2885	3.30	3.40	compared	retargeted	579
2886	3.30	3.40	compared	retargeted	678
2887	3.30	3.40	compared	retargeted	900
2888	3.30	3.40	compared	retargeted	901
2889	3.30	3.40	compared	retargeted	906
2890	3.30	3.40	compared	retargeted	914
2891	3.30	3.40	compared	retargeted	933
2892	3.30	3.40	compared	retargeted	934
2893	3.30	3.40	compared	retargeted	935
2894	3.30	3.40	compared	retargeted	936
2895	3.30	3.40	compared	retargeted	937
2896	3.30	3.40	compared	retargeted	941
2897	3.30	3.40	compared	retargeted	942
2898	3.30	3.40	compared	retargeted	946
2899	3.30	3.40	compared	retargeted	947
2900	3.30	3.40	compared	retargeted	951
2901	3.30	3.40	compared	retargeted	957
2902	3.30	3.40	compared	retargeted	958
2903	3.30	3.40	compared	retargeted	959
2904	3.30	3.40	compared	retargeted	973
2905	3.30	3.40	compared	retargeted	987
2906	3.30	3.40	compared	retargeted	988
2907	3.30	3.40	compared	retargeted	989
2908	3.40	3.41	compared	retargeted	0
2909	3.40	3.41	compared	retargeted	20
2910	3.40	3.41	compared	retargeted	41
2911	3.40	3.41	compared	retargeted	42
2912	3.40	3.41	compared	retargeted	149
2913	3.40	3.41	compared	retargeted	162
2914	3.40	3.41	compared	retargeted	163
2915	3.40	3.41	compared	retargeted	164
2916	3.40	3.41	compared	retargeted	168
2917	3.40	3.41	compared	retargeted	183
2918	3.40	3.41	compared	retargeted	189
2919	3.40	3.41	compared	retargeted	195
2920	3.40	3.41	compared	retargeted	260
2921	3.40	3.41	compared	retargeted	344
2922	3.40	3.41	compared	retargeted	347
2923	3.40	3.41	compared	retargeted	371
2924	3.40	3.41	compared	retargeted	412
2925	3.40	3.41	compared	retargeted	461
2926	3.40	3.41	compared	retargeted	462
2927	3.40	3.41	compared	retargeted	491
2928	3.40	3.41	compared	retargeted	515
2929	3.40	3.41	compared	retargeted	576
2930	3.40	3.41	compared	retargeted	579
2931	3.40	3.41	compared	retargeted	678
2932	3.40	3.41	compared	retargeted	870
2933	3.40	3.41	compared	retargeted	900
2934	3.40	3.41	compared	retargeted	901
2935	3.40	3.41	compared	retargeted	906
2936	3.40	3.41	compared	retargeted	914
2937	3.40	3.41	compared	retargeted	933
2938	3.40	3.41	compared	retargeted	934
2939	3.40	3.41	compared	retargeted	935
2940	3.40	3.41	compared	retargeted	936
2941	3.40	3.41	compared	retargeted	937
2942	3.40	3.41	compared	retargeted	941
2943	3.40	3.41	compared	retargeted	942
2944	3.40	3.41	compared	retargeted	946
2945	3.40	3.41	compared	retargeted	947
2946	3.40	3.41	compared	retargeted	951
2947	3.40	3.41	compared	retargeted	957
2948	3.40	3.41	compared	retargeted	958
2949	3.40	3.41	compared	retargeted	959
2950	3.40	3.41	compared	retargeted	973
2951	3.40	3.41	compared	retargeted	987
2952	3.40	3.41	compared	retargeted	988
2953	3.40	3.41	compared	retargeted	989
2954	3.41	3.42	compared	retargeted	0
2955	3.41	3.42	compared	retargeted	20
2956	3.41	3.42	compared	retargeted	42
2957	3.41	3.42	compared	retargeted	149
2958	3.41	3.42	compared	retargeted	162
2959	3.41	3.42	compared	retargeted	164
2960	3.41	3.42	compared	retargeted	168
2961	3.41	3.42	compared	retargeted	183
2962	3.41	3.42	compared	retargeted	189
2963	3.41	3.42	compared	retargeted	195
2964	3.41	3.42	compared	retargeted	260
2965	3.41	3.42	compared	retargeted	344
2966	3.41	3.42	compared	retargeted	347
2967	3.41	3.42	compared	retargeted	371
2968	3.41	3.42	compared	retargeted	412
2969	3.41	3.42	compared	retargeted	462
2970	3.41	3.42	compared	retargeted	491
2971	3.41	3.42	compared	retargeted	578
2972	3.41	3.42	compared	retargeted	901
2973	3.41	3.42	compared	retargeted	934
2974	3.41	3.42	compared	retargeted	936
2975	3.41	3.42	compared	retargeted	942
2976	3.41	3.42	compared	retargeted	946
2977	3.41	3.42	compared	retargeted	958
2978	3.41	3.42	compared	retargeted	973
2979	3.41	3.42	compared	retargeted	988
2980	3.42	3.50	compared	class_changed	870
2981	3.42	3.50	compared	retargeted	0
2982	3.42	3.50	compared	retargeted	1
2983	3.42	3.50	compared	retargeted	2
2984	3.42	3.50	compared	retargeted	3
2985	3.42	3.50	compared	retargeted	4
2986	3.42	3.50	compared	retargeted	5
2987	3.42	3.50	compared	retargeted	18
2988	3.42	3.50	compared	retargeted	19
2989	3.42	3.50	compared	retargeted	20
2990	3.42	3.50	compared	retargeted	21
2991	3.42	3.50	compared	retargeted	22
2992	3.42	3.50	compared	retargeted	23
2993	3.42	3.50	compared	retargeted	26
2994	3.42	3.50	compared	retargeted	27
2995	3.42	3.50	compared	retargeted	30
2996	3.42	3.50	compared	retargeted	31
2997	3.42	3.50	compared	retargeted	41
2998	3.42	3.50	compared	retargeted	42
2999	3.42	3.50	compared	retargeted	84
3000	3.42	3.50	compared	retargeted	149
3001	3.42	3.50	compared	retargeted	162
3002	3.42	3.50	compared	retargeted	163
3003	3.42	3.50	compared	retargeted	164
3004	3.42	3.50	compared	retargeted	168
3005	3.42	3.50	compared	retargeted	183
3006	3.42	3.50	compared	retargeted	189
3007	3.42	3.50	compared	retargeted	195
3008	3.42	3.50	compared	retargeted	260
3009	3.42	3.50	compared	retargeted	344
3010	3.42	3.50	compared	retargeted	347
3011	3.42	3.50	compared	retargeted	371
3012	3.42	3.50	compared	retargeted	412
3013	3.42	3.50	compared	retargeted	461
3014	3.42	3.50	compared	retargeted	462
3015	3.42	3.50	compared	retargeted	491
3016	3.42	3.50	compared	retargeted	515
3017	3.42	3.50	compared	retargeted	576
3018	3.42	3.50	compared	retargeted	577
3019	3.42	3.50	compared	retargeted	578
3020	3.42	3.50	compared	retargeted	579
3021	3.42	3.50	compared	retargeted	622
3022	3.42	3.50	compared	retargeted	623
3023	3.42	3.50	compared	retargeted	635
3024	3.42	3.50	compared	retargeted	638
3025	3.42	3.50	compared	retargeted	678
3026	3.42	3.50	compared	retargeted	679
3027	3.42	3.50	compared	retargeted	871
3028	3.42	3.50	compared	retargeted	872
3029	3.42	3.50	compared	retargeted	900
3030	3.42	3.50	compared	retargeted	901
3031	3.42	3.50	compared	retargeted	906
3032	3.42	3.50	compared	retargeted	914
3033	3.42	3.50	compared	retargeted	933
3034	3.42	3.50	compared	retargeted	934
3035	3.42	3.50	compared	retargeted	935
3036	3.42	3.50	compared	retargeted	936
3037	3.42	3.50	compared	retargeted	937
3038	3.42	3.50	compared	retargeted	941
3039	3.42	3.50	compared	retargeted	942
3040	3.42	3.50	compared	retargeted	945
3041	3.42	3.50	compared	retargeted	946
3042	3.42	3.50	compared	retargeted	947
3043	3.42	3.50	compared	retargeted	951
3044	3.42	3.50	compared	retargeted	957
3045	3.42	3.50	compared	retargeted	958
3046	3.42	3.50	compared	retargeted	959
3047	3.42	3.50	compared	retargeted	971
3048	3.42	3.50	compared	retargeted	972
3049	3.42	3.50	compared	retargeted	973
3050	3.42	3.50	compared	retargeted	987
3051	3.42	3.50	compared	retargeted	988
3052	3.42	3.50	compared	retargeted	989
3053	3.50	3.55	compared	class_changed	541
3054	3.50	3.55	compared	class_changed	553
3055	3.50	3.55	compared	class_changed	554
3056	3.50	3.55	compared	class_changed	555
3057	3.50	3.55	compared	retargeted	0
3058	3.50	3.55	compared	retargeted	20
3059	3.50	3.55	compared	retargeted	41
3060	3.50	3.55	compared	retargeted	42
3061	3.50	3.55	compared	retargeted	84
3062	3.50	3.55	compared	retargeted	149
3063	3.50	3.55	compared	retargeted	162
3064	3.50	3.55	compared	retargeted	163
3065	3.50	3.55	compared	retargeted	164
3066	3.50	3.55	compared	retargeted	168
3067	3.50	3.55	compared	retargeted	183
3068	3.50	3.55	compared	retargeted	189
3069	3.50	3.55	compared	retargeted	195
3070	3.50	3.55	compared	retargeted	260
3071	3.50	3.55	compared	retargeted	344
3072	3.50	3.55	compared	retargeted	347
3073	3.50	3.55	compared	retargeted	371
3074	3.50	3.55	compared	retargeted	412
3075	3.50	3.55	compared	retargeted	461
3076	3.50	3.55	compared	retargeted	462
3077	3.50	3.55	compared	retargeted	491
3078	3.50	3.55	compared	retargeted	515
3079	3.50	3.55	compared	retargeted	530
3080	3.50	3.55	compared	retargeted	531
3081	3.50	3.55	compared	retargeted	532
3082	3.50	3.55	compared	retargeted	533
3083	3.50	3.55	compared	retargeted	534
3084	3.50	3.55	compared	retargeted	535
3085	3.50	3.55	compared	retargeted	536
3086	3.50	3.55	compared	retargeted	537
3087	3.50	3.55	compared	retargeted	538
3088	3.50	3.55	compared	retargeted	539
3089	3.50	3.55	compared	retargeted	540
3090	3.50	3.55	compared	retargeted	542
3091	3.50	3.55	compared	retargeted	543
3092	3.50	3.55	compared	retargeted	544
3093	3.50	3.55	compared	retargeted	545
3094	3.50	3.55	compared	retargeted	546
3095	3.50	3.55	compared	retargeted	547
3096	3.50	3.55	compared	retargeted	548
3097	3.50	3.55	compared	retargeted	549
3098	3.50	3.55	compared	retargeted	550
3099	3.50	3.55	compared	retargeted	551
3100	3.50	3.55	compared	retargeted	552
3101	3.50	3.55	compared	retargeted	556
3102	3.50	3.55	compared	retargeted	557
3103	3.50	3.55	compared	retargeted	558
3104	3.50	3.55	compared	retargeted	559
3105	3.50	3.55	compared	retargeted	563
3106	3.50	3.55	compared	retargeted	564
3107	3.50	3.55	compared	retargeted	565
3108	3.50	3.55	compared	retargeted	566
3109	3.50	3.55	compared	retargeted	567
3110	3.50	3.55	compared	retargeted	568
3111	3.50	3.55	compared	retargeted	569
3112	3.50	3.55	compared	retargeted	576
3113	3.50	3.55	compared	retargeted	577
3114	3.50	3.55	compared	retargeted	578
3115	3.50	3.55	compared	retargeted	579
3116	3.50	3.55	compared	retargeted	622
3117	3.50	3.55	compared	retargeted	623
3118	3.50	3.55	compared	retargeted	678
3119	3.50	3.55	compared	retargeted	900
3120	3.50	3.55	compared	retargeted	901
3121	3.50	3.55	compared	retargeted	906
3122	3.50	3.55	compared	retargeted	914
3123	3.50	3.55	compared	retargeted	933
3124	3.50	3.55	compared	retargeted	934
3125	3.50	3.55	compared	retargeted	935
3126	3.50	3.55	compared	retargeted	936
3127	3.50	3.55	compared	retargeted	937
3128	3.50	3.55	compared	retargeted	941
3129	3.50	3.55	compared	retargeted	942
3130	3.50	3.55	compared	retargeted	946
3131	3.50	3.55	compared	retargeted	947
3132	3.50	3.55	compared	retargeted	951
3133	3.50	3.55	compared	retargeted	957
3134	3.50	3.55	compared	retargeted	958
3135	3.50	3.55	compared	retargeted	959
3136	3.50	3.55	compared	retargeted	973
3137	3.50	3.55	compared	retargeted	987
3138	3.50	3.55	compared	retargeted	988
3139	3.50	3.55	compared	retargeted	989
3140	3.55	3.56	compared	retargeted	0
3141	3.55	3.56	compared	retargeted	6
3142	3.55	3.56	compared	retargeted	7
3143	3.55	3.56	compared	retargeted	8
3144	3.55	3.56	compared	retargeted	9
3145	3.55	3.56	compared	retargeted	10
3146	3.55	3.56	compared	retargeted	11
3147	3.55	3.56	compared	retargeted	20
3148	3.55	3.56	compared	retargeted	41
3149	3.55	3.56	compared	retargeted	42
3150	3.55	3.56	compared	retargeted	84
3151	3.55	3.56	compared	retargeted	149
3152	3.55	3.56	compared	retargeted	162
3153	3.55	3.56	compared	retargeted	163
3154	3.55	3.56	compared	retargeted	164
3155	3.55	3.56	compared	retargeted	168
3156	3.55	3.56	compared	retargeted	183
3157	3.55	3.56	compared	retargeted	189
3158	3.55	3.56	compared	retargeted	195
3159	3.55	3.56	compared	retargeted	260
3160	3.55	3.56	compared	retargeted	344
3161	3.55	3.56	compared	retargeted	347
3162	3.55	3.56	compared	retargeted	371
3163	3.55	3.56	compared	retargeted	412
3164	3.55	3.56	compared	retargeted	461
3165	3.55	3.56	compared	retargeted	462
3166	3.55	3.56	compared	retargeted	491
3167	3.55	3.56	compared	retargeted	515
3168	3.55	3.56	compared	retargeted	576
3169	3.55	3.56	compared	retargeted	577
3170	3.55	3.56	compared	retargeted	578
3171	3.55	3.56	compared	retargeted	579
3172	3.55	3.56	compared	retargeted	678
3173	3.55	3.56	compared	retargeted	900
3174	3.55	3.56	compared	retargeted	901
3175	3.55	3.56	compared	retargeted	906
3176	3.55	3.56	compared	retargeted	914
3177	3.55	3.56	compared	retargeted	933
3178	3.55	3.56	compared	retargeted	934
3179	3.55	3.56	compared	retargeted	935
3180	3.55	3.56	compared	retargeted	936
3181	3.55	3.56	compared	retargeted	937
3182	3.55	3.56	compared	retargeted	941
3183	3.55	3.56	compared	retargeted	942
3184	3.55	3.56	compared	retargeted	946
3185	3.55	3.56	compared	retargeted	947
3186	3.55	3.56	compared	retargeted	951
3187	3.55	3.56	compared	retargeted	957
3188	3.55	3.56	compared	retargeted	958
3189	3.55	3.56	compared	retargeted	959
3190	3.55	3.56	compared	retargeted	973
3191	3.55	3.56	compared	retargeted	988
3192	3.55	3.56	compared	retargeted	989
3193	3.56	3.60	compared	class_changed	471
3194	3.56	3.60	compared	class_changed	473
3195	3.56	3.60	compared	retargeted	0
3196	3.56	3.60	compared	retargeted	1
3197	3.56	3.60	compared	retargeted	2
3198	3.56	3.60	compared	retargeted	5
3199	3.56	3.60	compared	retargeted	18
3200	3.56	3.60	compared	retargeted	19
3201	3.56	3.60	compared	retargeted	20
3202	3.56	3.60	compared	retargeted	21
3203	3.56	3.60	compared	retargeted	22
3204	3.56	3.60	compared	retargeted	23
3205	3.56	3.60	compared	retargeted	24
3206	3.56	3.60	compared	retargeted	25
3207	3.56	3.60	compared	retargeted	26
3208	3.56	3.60	compared	retargeted	27
3209	3.56	3.60	compared	retargeted	41
3210	3.56	3.60	compared	retargeted	42
3211	3.56	3.60	compared	retargeted	84
3212	3.56	3.60	compared	retargeted	149
3213	3.56	3.60	compared	retargeted	162
3214	3.56	3.60	compared	retargeted	163
3215	3.56	3.60	compared	retargeted	164
3216	3.56	3.60	compared	retargeted	168
3217	3.56	3.60	compared	retargeted	183
3218	3.56	3.60	compared	retargeted	189
3219	3.56	3.60	compared	retargeted	195
3220	3.56	3.60	compared	retargeted	260
3221	3.56	3.60	compared	retargeted	328
3222	3.56	3.60	compared	retargeted	329
3223	3.56	3.60	compared	retargeted	332
3224	3.56	3.60	compared	retargeted	336
3225	3.56	3.60	compared	retargeted	339
3226	3.56	3.60	compared	retargeted	340
3227	3.56	3.60	compared	retargeted	341
3228	3.56	3.60	compared	retargeted	344
3229	3.56	3.60	compared	retargeted	345
3230	3.56	3.60	compared	retargeted	346
3231	3.56	3.60	compared	retargeted	347
3232	3.56	3.60	compared	retargeted	358
3233	3.56	3.60	compared	retargeted	359
3234	3.56	3.60	compared	retargeted	360
3235	3.56	3.60	compared	retargeted	361
3236	3.56	3.60	compared	retargeted	371
3237	3.56	3.60	compared	retargeted	412
3238	3.56	3.60	compared	retargeted	461
3239	3.56	3.60	compared	retargeted	462
3240	3.56	3.60	compared	retargeted	470
3241	3.56	3.60	compared	retargeted	472
3242	3.56	3.60	compared	retargeted	474
3243	3.56	3.60	compared	retargeted	475
3244	3.56	3.60	compared	retargeted	476
3245	3.56	3.60	compared	retargeted	491
3246	3.56	3.60	compared	retargeted	515
3247	3.56	3.60	compared	retargeted	576
3248	3.56	3.60	compared	retargeted	577
3249	3.56	3.60	compared	retargeted	578
3250	3.56	3.60	compared	retargeted	579
3251	3.56	3.60	compared	retargeted	678
3252	3.56	3.60	compared	retargeted	679
3253	3.56	3.60	compared	retargeted	871
3254	3.56	3.60	compared	retargeted	900
3255	3.56	3.60	compared	retargeted	901
3256	3.56	3.60	compared	retargeted	906
3257	3.56	3.60	compared	retargeted	914
3258	3.56	3.60	compared	retargeted	933
3259	3.56	3.60	compared	retargeted	934
3260	3.56	3.60	compared	retargeted	935
3261	3.56	3.60	compared	retargeted	936
3262	3.56	3.60	compared	retargeted	937
3263	3.56	3.60	compared	retargeted	941
3264	3.56	3.60	compared	retargeted	942
3265	3.56	3.60	compared	retargeted	946
3266	3.56	3.60	compared	retargeted	947
3267	3.56	3.60	compared	retargeted	951
3268	3.56	3.60	compared	retargeted	957
3269	3.56	3.60	compared	retargeted	958
3270	3.56	3.60	compared	retargeted	959
3271	3.56	3.60	compared	retargeted	973
3272	3.56	3.60	compared	retargeted	987
3273	3.56	3.60	compared	retargeted	988
3274	3.56	3.60	compared	retargeted	989
3275	3.60	3.61	compared	retargeted	0
3276	3.60	3.61	compared	retargeted	20
3277	3.60	3.61	compared	retargeted	41
3278	3.60	3.61	compared	retargeted	42
3279	3.60	3.61	compared	retargeted	149
3280	3.60	3.61	compared	retargeted	162
3281	3.60	3.61	compared	retargeted	163
3282	3.60	3.61	compared	retargeted	164
3283	3.60	3.61	compared	retargeted	168
3284	3.60	3.61	compared	retargeted	183
3285	3.60	3.61	compared	retargeted	189
3286	3.60	3.61	compared	retargeted	195
3287	3.60	3.61	compared	retargeted	260
3288	3.60	3.61	compared	retargeted	344
3289	3.60	3.61	compared	retargeted	347
3290	3.60	3.61	compared	retargeted	371
3291	3.60	3.61	compared	retargeted	412
3292	3.60	3.61	compared	retargeted	461
3293	3.60	3.61	compared	retargeted	462
3294	3.60	3.61	compared	retargeted	491
3295	3.60	3.61	compared	retargeted	515
3296	3.60	3.61	compared	retargeted	576
3297	3.60	3.61	compared	retargeted	579
3298	3.60	3.61	compared	retargeted	678
3299	3.60	3.61	compared	retargeted	900
3300	3.60	3.61	compared	retargeted	901
3301	3.60	3.61	compared	retargeted	906
3302	3.60	3.61	compared	retargeted	914
3303	3.60	3.61	compared	retargeted	933
3304	3.60	3.61	compared	retargeted	934
3305	3.60	3.61	compared	retargeted	935
3306	3.60	3.61	compared	retargeted	936
3307	3.60	3.61	compared	retargeted	937
3308	3.60	3.61	compared	retargeted	941
3309	3.60	3.61	compared	retargeted	942
3310	3.60	3.61	compared	retargeted	946
3311	3.60	3.61	compared	retargeted	947
3312	3.60	3.61	compared	retargeted	951
3313	3.60	3.61	compared	retargeted	957
3314	3.60	3.61	compared	retargeted	958
3315	3.60	3.61	compared	retargeted	959
3316	3.60	3.61	compared	retargeted	973
3317	3.60	3.61	compared	retargeted	987
3318	3.60	3.61	compared	retargeted	988
3319	3.60	3.61	compared	retargeted	989
3320	3.61	3.65	compared	retargeted	0
3321	3.61	3.65	compared	retargeted	20
3322	3.61	3.65	compared	retargeted	41
3323	3.61	3.65	compared	retargeted	42
3324	3.61	3.65	compared	retargeted	149
3325	3.61	3.65	compared	retargeted	162
3326	3.61	3.65	compared	retargeted	163
3327	3.61	3.65	compared	retargeted	164
3328	3.61	3.65	compared	retargeted	168
3329	3.61	3.65	compared	retargeted	183
3330	3.61	3.65	compared	retargeted	189
3331	3.61	3.65	compared	retargeted	195
3332	3.61	3.65	compared	retargeted	260
3333	3.61	3.65	compared	retargeted	344
3334	3.61	3.65	compared	retargeted	347
3335	3.61	3.65	compared	retargeted	371
3336	3.61	3.65	compared	retargeted	412
3337	3.61	3.65	compared	retargeted	461
3338	3.61	3.65	compared	retargeted	462
3339	3.61	3.65	compared	retargeted	476
3340	3.61	3.65	compared	retargeted	491
3341	3.61	3.65	compared	retargeted	515
3342	3.61	3.65	compared	retargeted	576
3343	3.61	3.65	compared	retargeted	577
3344	3.61	3.65	compared	retargeted	678
3345	3.61	3.65	compared	retargeted	800
3346	3.61	3.65	compared	retargeted	801
3347	3.61	3.65	compared	retargeted	804
3348	3.61	3.65	compared	retargeted	805
3349	3.61	3.65	compared	retargeted	808
3350	3.61	3.65	compared	retargeted	809
3351	3.61	3.65	compared	retargeted	810
3352	3.61	3.65	compared	retargeted	811
3353	3.61	3.65	compared	retargeted	812
3354	3.61	3.65	compared	retargeted	815
3355	3.61	3.65	compared	retargeted	816
3356	3.61	3.65	compared	retargeted	817
3357	3.61	3.65	compared	retargeted	820
3358	3.61	3.65	compared	retargeted	821
3359	3.61	3.65	compared	retargeted	822
3360	3.61	3.65	compared	retargeted	827
3361	3.61	3.65	compared	retargeted	828
3362	3.61	3.65	compared	retargeted	829
3363	3.61	3.65	compared	retargeted	830
3364	3.61	3.65	compared	retargeted	831
3365	3.61	3.65	compared	retargeted	834
3366	3.61	3.65	compared	retargeted	835
3367	3.61	3.65	compared	retargeted	836
3368	3.61	3.65	compared	retargeted	837
3369	3.61	3.65	compared	retargeted	841
3370	3.61	3.65	compared	retargeted	842
3371	3.61	3.65	compared	retargeted	846
3372	3.61	3.65	compared	retargeted	847
