record	from_fw	to_fw	comparison	kind	ordinal
0	1.00	1.02	not_compared	none	none
1	1.02	1.10	compared	class_changed	639
2	1.02	1.10	compared	retargeted	0
3	1.02	1.10	compared	retargeted	20
4	1.02	1.10	compared	retargeted	27
5	1.02	1.10	compared	retargeted	41
6	1.02	1.10	compared	retargeted	42
7	1.02	1.10	compared	retargeted	84
8	1.02	1.10	compared	retargeted	114
9	1.02	1.10	compared	retargeted	132
10	1.02	1.10	compared	retargeted	139
11	1.02	1.10	compared	retargeted	162
12	1.02	1.10	compared	retargeted	163
13	1.02	1.10	compared	retargeted	164
14	1.02	1.10	compared	retargeted	168
15	1.02	1.10	compared	retargeted	183
16	1.02	1.10	compared	retargeted	189
17	1.02	1.10	compared	retargeted	195
18	1.02	1.10	compared	retargeted	344
19	1.02	1.10	compared	retargeted	347
20	1.02	1.10	compared	retargeted	354
21	1.02	1.10	compared	retargeted	388
22	1.02	1.10	compared	retargeted	389
23	1.02	1.10	compared	retargeted	461
24	1.02	1.10	compared	retargeted	491
25	1.02	1.10	compared	retargeted	559
26	1.02	1.10	compared	retargeted	570
27	1.02	1.10	compared	retargeted	571
28	1.02	1.10	compared	retargeted	572
29	1.02	1.10	compared	retargeted	573
30	1.02	1.10	compared	retargeted	577
31	1.02	1.10	compared	retargeted	600
32	1.02	1.10	compared	retargeted	609
33	1.02	1.10	compared	retargeted	610
34	1.02	1.10	compared	retargeted	611
35	1.02	1.10	compared	retargeted	618
36	1.02	1.10	compared	retargeted	649
37	1.02	1.10	compared	retargeted	800
38	1.02	1.10	compared	retargeted	830
39	1.02	1.10	compared	retargeted	831
40	1.02	1.10	compared	retargeted	832
41	1.02	1.10	compared	retargeted	835
42	1.02	1.10	compared	retargeted	870
43	1.10	1.11	compared	retargeted	41
44	1.10	1.11	compared	retargeted	84
45	1.10	1.11	compared	retargeted	114
46	1.10	1.11	compared	retargeted	163
47	1.10	1.11	compared	retargeted	388
48	1.10	1.11	compared	retargeted	389
49	1.11	1.30	compared	class_changed	110
50	1.11	1.30	compared	class_changed	574
51	1.11	1.30	compared	class_changed	635
52	1.11	1.30	compared	retargeted	0
53	1.11	1.30	compared	retargeted	20
54	1.11	1.30	compared	retargeted	27
55	1.11	1.30	compared	retargeted	41
56	1.11	1.30	compared	retargeted	42
57	1.11	1.30	compared	retargeted	84
58	1.11	1.30	compared	retargeted	109
59	1.11	1.30	compared	retargeted	114
60	1.11	1.30	compared	retargeted	132
61	1.11	1.30	compared	retargeted	139
62	1.11	1.30	compared	retargeted	162
63	1.11	1.30	compared	retargeted	163
64	1.11	1.30	compared	retargeted	164
65	1.11	1.30	compared	retargeted	168
66	1.11	1.30	compared	retargeted	183
67	1.11	1.30	compared	retargeted	189
68	1.11	1.30	compared	retargeted	195
69	1.11	1.30	compared	retargeted	344
70	1.11	1.30	compared	retargeted	347
71	1.11	1.30	compared	retargeted	354
72	1.11	1.30	compared	retargeted	388
73	1.11	1.30	compared	retargeted	389
74	1.11	1.30	compared	retargeted	398
75	1.11	1.30	compared	retargeted	399
76	1.11	1.30	compared	retargeted	491
77	1.11	1.30	compared	retargeted	570
78	1.11	1.30	compared	retargeted	573
79	1.11	1.30	compared	retargeted	577
80	1.11	1.30	compared	retargeted	597
81	1.11	1.30	compared	retargeted	861
82	1.11	1.30	compared	retargeted	862
83	1.11	1.30	compared	retargeted	869
84	1.11	1.30	compared	retargeted	870
85	1.11	1.30	compared	retargeted	871
86	1.30	1.31	compared	retargeted	0
87	1.30	1.31	compared	retargeted	20
88	1.30	1.31	compared	retargeted	27
89	1.30	1.31	compared	retargeted	41
90	1.30	1.31	compared	retargeted	42
91	1.30	1.31	compared	retargeted	114
92	1.30	1.31	compared	retargeted	132
93	1.30	1.31	compared	retargeted	139
94	1.30	1.31	compared	retargeted	162
95	1.30	1.31	compared	retargeted	163
96	1.30	1.31	compared	retargeted	164
97	1.30	1.31	compared	retargeted	168
98	1.30	1.31	compared	retargeted	183
99	1.30	1.31	compared	retargeted	189
100	1.30	1.31	compared	retargeted	195
101	1.30	1.31	compared	retargeted	344
102	1.30	1.31	compared	retargeted	347
103	1.30	1.31	compared	retargeted	354
104	1.30	1.31	compared	retargeted	388
105	1.30	1.31	compared	retargeted	491
106	1.30	1.31	compared	retargeted	577
107	1.31	1.32	compared	retargeted	0
108	1.31	1.32	compared	retargeted	20
109	1.31	1.32	compared	retargeted	27
110	1.31	1.32	compared	retargeted	42
111	1.31	1.32	compared	retargeted	132
112	1.31	1.32	compared	retargeted	139
113	1.31	1.32	compared	retargeted	162
114	1.31	1.32	compared	retargeted	164
115	1.31	1.32	compared	retargeted	168
116	1.31	1.32	compared	retargeted	183
117	1.31	1.32	compared	retargeted	189
118	1.31	1.32	compared	retargeted	195
119	1.31	1.32	compared	retargeted	344
120	1.31	1.32	compared	retargeted	347
121	1.31	1.32	compared	retargeted	354
122	1.31	1.32	compared	retargeted	491
123	1.31	1.32	compared	retargeted	577
124	1.32	1.50	compared	class_changed	12
125	1.32	1.50	compared	class_changed	13
126	1.32	1.50	compared	class_changed	361
127	1.32	1.50	compared	class_changed	362
128	1.32	1.50	compared	class_changed	363
129	1.32	1.50	compared	class_changed	932
130	1.32	1.50	compared	class_changed	933
131	1.32	1.50	compared	class_changed	934
132	1.32	1.50	compared	class_changed	935
133	1.32	1.50	compared	class_changed	936
134	1.32	1.50	compared	class_changed	937
135	1.32	1.50	compared	class_changed	938
136	1.32	1.50	compared	class_changed	941
137	1.32	1.50	compared	class_changed	942
138	1.32	1.50	compared	class_changed	943
139	1.32	1.50	compared	class_changed	946
140	1.32	1.50	compared	class_changed	947
141	1.32	1.50	compared	retargeted	0
142	1.32	1.50	compared	retargeted	20
143	1.32	1.50	compared	retargeted	25
144	1.32	1.50	compared	retargeted	26
145	1.32	1.50	compared	retargeted	27
146	1.32	1.50	compared	retargeted	41
147	1.32	1.50	compared	retargeted	42
148	1.32	1.50	compared	retargeted	95
149	1.32	1.50	compared	retargeted	99
150	1.32	1.50	compared	retargeted	114
151	1.32	1.50	compared	retargeted	132
152	1.32	1.50	compared	retargeted	139
153	1.32	1.50	compared	retargeted	140
154	1.32	1.50	compared	retargeted	162
155	1.32	1.50	compared	retargeted	163
156	1.32	1.50	compared	retargeted	164
157	1.32	1.50	compared	retargeted	168
158	1.32	1.50	compared	retargeted	183
159	1.32	1.50	compared	retargeted	189
160	1.32	1.50	compared	retargeted	195
161	1.32	1.50	compared	retargeted	329
162	1.32	1.50	compared	retargeted	332
163	1.32	1.50	compared	retargeted	339
164	1.32	1.50	compared	retargeted	340
165	1.32	1.50	compared	retargeted	341
166	1.32	1.50	compared	retargeted	344
167	1.32	1.50	compared	retargeted	347
168	1.32	1.50	compared	retargeted	354
169	1.32	1.50	compared	retargeted	359
170	1.32	1.50	compared	retargeted	360
171	1.32	1.50	compared	retargeted	388
172	1.32	1.50	compared	retargeted	461
173	1.32	1.50	compared	retargeted	491
174	1.32	1.50	compared	retargeted	577
175	1.32	1.50	compared	retargeted	635
176	1.32	1.50	compared	retargeted	639
177	1.32	1.50	compared	retargeted	640
178	1.32	1.50	compared	retargeted	641
179	1.32	1.50	compared	retargeted	642
180	1.32	1.50	compared	retargeted	643
181	1.32	1.50	compared	retargeted	644
182	1.32	1.50	compared	retargeted	645
183	1.32	1.50	compared	retargeted	646
184	1.32	1.50	compared	retargeted	647
185	1.32	1.50	compared	retargeted	648
186	1.32	1.50	compared	retargeted	649
187	1.32	1.50	compared	retargeted	680
188	1.32	1.50	compared	retargeted	681
189	1.32	1.50	compared	retargeted	682
190	1.32	1.50	compared	retargeted	683
191	1.32	1.50	compared	retargeted	684
192	1.32	1.50	compared	retargeted	685
193	1.32	1.50	compared	retargeted	686
194	1.32	1.50	compared	retargeted	687
195	1.32	1.50	compared	retargeted	688
196	1.32	1.50	compared	retargeted	689
197	1.32	1.50	compared	retargeted	690
198	1.32	1.50	compared	retargeted	691
199	1.32	1.50	compared	retargeted	692
200	1.32	1.50	compared	retargeted	693
201	1.32	1.50	compared	retargeted	694
202	1.32	1.50	compared	retargeted	695
203	1.32	1.50	compared	retargeted	716
204	1.32	1.50	compared	retargeted	805
205	1.32	1.50	compared	retargeted	808
206	1.32	1.50	compared	retargeted	809
207	1.32	1.50	compared	retargeted	831
208	1.32	1.50	compared	retargeted	832
209	1.32	1.50	compared	retargeted	862
210	1.32	1.50	compared	retargeted	960
211	1.32	1.50	compared	retargeted	961
212	1.32	1.50	compared	retargeted	962
213	1.50	1.51	compared	retargeted	41
214	1.50	1.51	compared	retargeted	114
215	1.50	1.51	compared	retargeted	163
216	1.50	1.51	compared	retargeted	388
217	1.51	1.54	compared	class_changed	563
218	1.51	1.54	compared	class_changed	564
219	1.51	1.54	compared	retargeted	0
220	1.51	1.54	compared	retargeted	20
221	1.51	1.54	compared	retargeted	27
222	1.51	1.54	compared	retargeted	41
223	1.51	1.54	compared	retargeted	42
224	1.51	1.54	compared	retargeted	114
225	1.51	1.54	compared	retargeted	132
226	1.51	1.54	compared	retargeted	139
227	1.51	1.54	compared	retargeted	162
228	1.51	1.54	compared	retargeted	163
229	1.51	1.54	compared	retargeted	164
230	1.51	1.54	compared	retargeted	168
231	1.51	1.54	compared	retargeted	183
232	1.51	1.54	compared	retargeted	189
233	1.51	1.54	compared	retargeted	195
234	1.51	1.54	compared	retargeted	344
235	1.51	1.54	compared	retargeted	347
236	1.51	1.54	compared	retargeted	354
237	1.51	1.54	compared	retargeted	399
238	1.51	1.54	compared	retargeted	461
239	1.51	1.54	compared	retargeted	491
240	1.51	1.54	compared	retargeted	542
241	1.51	1.54	compared	retargeted	549
242	1.51	1.54	compared	retargeted	559
243	1.51	1.54	compared	retargeted	577
244	1.51	1.54	compared	retargeted	635
245	1.51	1.54	compared	retargeted	870
246	1.51	1.54	compared	retargeted	905
247	1.51	1.54	compared	retargeted	906
248	1.54	1.55	not_compared	none	none
249	1.55	1.60	not_compared	none	none
250	1.60	1.70	compared	retargeted	0
251	1.60	1.70	compared	retargeted	20
252	1.60	1.70	compared	retargeted	41
253	1.60	1.70	compared	retargeted	42
254	1.60	1.70	compared	retargeted	84
255	1.60	1.70	compared	retargeted	114
256	1.60	1.70	compared	retargeted	132
257	1.60	1.70	compared	retargeted	139
258	1.60	1.70	compared	retargeted	162
259	1.60	1.70	compared	retargeted	163
260	1.60	1.70	compared	retargeted	164
261	1.60	1.70	compared	retargeted	168
262	1.60	1.70	compared	retargeted	183
263	1.60	1.70	compared	retargeted	189
264	1.60	1.70	compared	retargeted	195
265	1.60	1.70	compared	retargeted	344
266	1.60	1.70	compared	retargeted	347
267	1.60	1.70	compared	retargeted	354
268	1.60	1.70	compared	retargeted	491
269	1.60	1.70	compared	retargeted	577
270	1.60	1.70	compared	retargeted	638
271	1.70	1.80	compared	class_changed	6
272	1.70	1.80	compared	class_changed	7
273	1.70	1.80	compared	class_changed	8
274	1.70	1.80	compared	class_changed	9
275	1.70	1.80	compared	class_changed	10
276	1.70	1.80	compared	class_changed	11
277	1.70	1.80	compared	class_changed	57
278	1.70	1.80	compared	class_changed	67
279	1.70	1.80	compared	class_changed	68
280	1.70	1.80	compared	class_changed	69
281	1.70	1.80	compared	class_changed	111
282	1.70	1.80	compared	class_changed	112
283	1.70	1.80	compared	class_changed	113
284	1.70	1.80	compared	class_changed	115
285	1.70	1.80	compared	class_changed	116
286	1.70	1.80	compared	class_changed	251
287	1.70	1.80	compared	class_changed	252
288	1.70	1.80	compared	class_changed	260
289	1.70	1.80	compared	class_changed	327
290	1.70	1.80	compared	class_changed	396
291	1.70	1.80	compared	class_changed	397
292	1.70	1.80	compared	class_changed	402
293	1.70	1.80	compared	class_changed	455
294	1.70	1.80	compared	class_changed	456
295	1.70	1.80	compared	class_changed	463
296	1.70	1.80	compared	class_changed	464
297	1.70	1.80	compared	class_changed	473
298	1.70	1.80	compared	class_changed	512
299	1.70	1.80	compared	class_changed	513
300	1.70	1.80	compared	class_changed	565
301	1.70	1.80	compared	class_changed	575
302	1.70	1.80	compared	class_changed	904
303	1.70	1.80	compared	class_changed	905
304	1.70	1.80	compared	class_changed	907
305	1.70	1.80	compared	class_changed	908
306	1.70	1.80	compared	class_changed	911
307	1.70	1.80	compared	class_changed	912
308	1.70	1.80	compared	class_changed	913
309	1.70	1.80	compared	class_changed	914
310	1.70	1.80	compared	class_changed	915
311	1.70	1.80	compared	class_changed	916
312	1.70	1.80	compared	class_changed	917
313	1.70	1.80	compared	class_changed	918
314	1.70	1.80	compared	class_changed	919
315	1.70	1.80	compared	class_changed	920
316	1.70	1.80	compared	class_changed	921
317	1.70	1.80	compared	class_changed	922
318	1.70	1.80	compared	class_changed	923
319	1.70	1.80	compared	class_changed	924
320	1.70	1.80	compared	class_changed	925
321	1.70	1.80	compared	class_changed	926
322	1.70	1.80	compared	class_changed	927
323	1.70	1.80	compared	class_changed	928
324	1.70	1.80	compared	class_changed	929
325	1.70	1.80	compared	class_changed	930
326	1.70	1.80	compared	class_changed	931
327	1.70	1.80	compared	class_changed	932
328	1.70	1.80	compared	class_changed	934
329	1.70	1.80	compared	class_changed	936
330	1.70	1.80	compared	class_changed	938
331	1.70	1.80	compared	class_changed	939
332	1.70	1.80	compared	class_changed	940
333	1.70	1.80	compared	class_changed	942
334	1.70	1.80	compared	class_changed	946
335	1.70	1.80	compared	class_changed	948
336	1.70	1.80	compared	class_changed	949
337	1.70	1.80	compared	class_changed	960
338	1.70	1.80	compared	class_changed	961
339	1.70	1.80	compared	class_changed	962
340	1.70	1.80	compared	class_changed	963
341	1.70	1.80	compared	class_changed	964
342	1.70	1.80	compared	class_changed	965
343	1.70	1.80	compared	class_changed	966
344	1.70	1.80	compared	class_changed	967
345	1.70	1.80	compared	class_changed	968
346	1.70	1.80	compared	retargeted	0
347	1.70	1.80	compared	retargeted	18
348	1.70	1.80	compared	retargeted	19
349	1.70	1.80	compared	retargeted	20
350	1.70	1.80	compared	retargeted	21
351	1.70	1.80	compared	retargeted	26
352	1.70	1.80	compared	retargeted	27
353	1.70	1.80	compared	retargeted	30
354	1.70	1.80	compared	retargeted	41
355	1.70	1.80	compared	retargeted	42
356	1.70	1.80	compared	retargeted	43
357	1.70	1.80	compared	retargeted	47
358	1.70	1.80	compared	retargeted	55
359	1.70	1.80	compared	retargeted	56
360	1.70	1.80	compared	retargeted	60
361	1.70	1.80	compared	retargeted	61
362	1.70	1.80	compared	retargeted	62
363	1.70	1.80	compared	retargeted	84
364	1.70	1.80	compared	retargeted	114
365	1.70	1.80	compared	retargeted	132
366	1.70	1.80	compared	retargeted	139
367	1.70	1.80	compared	retargeted	140
368	1.70	1.80	compared	retargeted	155
369	1.70	1.80	compared	retargeted	156
370	1.70	1.80	compared	retargeted	159
371	1.70	1.80	compared	retargeted	162
372	1.70	1.80	compared	retargeted	163
373	1.70	1.80	compared	retargeted	164
374	1.70	1.80	compared	retargeted	167
375	1.70	1.80	compared	retargeted	168
376	1.70	1.80	compared	retargeted	169
377	1.70	1.80	compared	retargeted	172
378	1.70	1.80	compared	retargeted	183
379	1.70	1.80	compared	retargeted	184
380	1.70	1.80	compared	retargeted	189
381	1.70	1.80	compared	retargeted	190
382	1.70	1.80	compared	retargeted	195
383	1.70	1.80	compared	retargeted	328
384	1.70	1.80	compared	retargeted	329
385	1.70	1.80	compared	retargeted	330
386	1.70	1.80	compared	retargeted	331
387	1.70	1.80	compared	retargeted	332
388	1.70	1.80	compared	retargeted	333
389	1.70	1.80	compared	retargeted	334
390	1.70	1.80	compared	retargeted	335
391	1.70	1.80	compared	retargeted	339
392	1.70	1.80	compared	retargeted	340
393	1.70	1.80	compared	retargeted	341
394	1.70	1.80	compared	retargeted	344
395	1.70	1.80	compared	retargeted	347
396	1.70	1.80	compared	retargeted	351
397	1.70	1.80	compared	retargeted	352
398	1.70	1.80	compared	retargeted	353
399	1.70	1.80	compared	retargeted	354
400	1.70	1.80	compared	retargeted	362
401	1.70	1.80	compared	retargeted	363
402	1.70	1.80	compared	retargeted	398
403	1.70	1.80	compared	retargeted	399
404	1.70	1.80	compared	retargeted	403
405	1.70	1.80	compared	retargeted	450
406	1.70	1.80	compared	retargeted	453
407	1.70	1.80	compared	retargeted	454
408	1.70	1.80	compared	retargeted	461
409	1.70	1.80	compared	retargeted	462
410	1.70	1.80	compared	retargeted	472
411	1.70	1.80	compared	retargeted	480
412	1.70	1.80	compared	retargeted	485
413	1.70	1.80	compared	retargeted	486
414	1.70	1.80	compared	retargeted	491
415	1.70	1.80	compared	retargeted	511
416	1.70	1.80	compared	retargeted	557
417	1.70	1.80	compared	retargeted	558
418	1.70	1.80	compared	retargeted	559
419	1.70	1.80	compared	retargeted	560
420	1.70	1.80	compared	retargeted	561
421	1.70	1.80	compared	retargeted	562
422	1.70	1.80	compared	retargeted	570
423	1.70	1.80	compared	retargeted	573
424	1.70	1.80	compared	retargeted	574
425	1.70	1.80	compared	retargeted	576
426	1.70	1.80	compared	retargeted	577
427	1.70	1.80	compared	retargeted	580
428	1.70	1.80	compared	retargeted	581
429	1.70	1.80	compared	retargeted	582
430	1.70	1.80	compared	retargeted	583
431	1.70	1.80	compared	retargeted	584
432	1.70	1.80	compared	retargeted	588
433	1.70	1.80	compared	retargeted	589
434	1.70	1.80	compared	retargeted	590
435	1.70	1.80	compared	retargeted	597
436	1.70	1.80	compared	retargeted	598
437	1.70	1.80	compared	retargeted	599
438	1.70	1.80	compared	retargeted	635
439	1.70	1.80	compared	retargeted	638
440	1.70	1.80	compared	retargeted	639
441	1.70	1.80	compared	retargeted	680
442	1.70	1.80	compared	retargeted	681
443	1.70	1.80	compared	retargeted	682
444	1.70	1.80	compared	retargeted	683
445	1.70	1.80	compared	retargeted	684
446	1.70	1.80	compared	retargeted	685
447	1.70	1.80	compared	retargeted	686
448	1.70	1.80	compared	retargeted	687
449	1.70	1.80	compared	retargeted	688
450	1.70	1.80	compared	retargeted	689
451	1.70	1.80	compared	retargeted	690
452	1.70	1.80	compared	retargeted	691
453	1.70	1.80	compared	retargeted	692
454	1.70	1.80	compared	retargeted	693
455	1.70	1.80	compared	retargeted	708
456	1.70	1.80	compared	retargeted	709
457	1.70	1.80	compared	retargeted	710
458	1.70	1.80	compared	retargeted	800
459	1.70	1.80	compared	retargeted	830
460	1.70	1.80	compared	retargeted	835
461	1.70	1.80	compared	retargeted	861
462	1.70	1.80	compared	retargeted	862
463	1.70	1.80	compared	retargeted	870
464	1.70	1.80	compared	retargeted	900
465	1.70	1.80	compared	retargeted	901
466	1.70	1.80	compared	retargeted	902
467	1.70	1.80	compared	retargeted	903
468	1.70	1.80	compared	retargeted	906
469	1.70	1.80	compared	retargeted	933
470	1.70	1.80	compared	retargeted	935
471	1.70	1.80	compared	retargeted	937
472	1.70	1.80	compared	retargeted	941
473	1.70	1.80	compared	retargeted	943
474	1.70	1.80	compared	retargeted	947
475	1.80	1.81	compared	retargeted	0
476	1.80	1.81	compared	retargeted	20
477	1.80	1.81	compared	retargeted	41
478	1.80	1.81	compared	retargeted	42
479	1.80	1.81	compared	retargeted	132
480	1.80	1.81	compared	retargeted	139
481	1.80	1.81	compared	retargeted	162
482	1.80	1.81	compared	retargeted	163
483	1.80	1.81	compared	retargeted	164
484	1.80	1.81	compared	retargeted	168
485	1.80	1.81	compared	retargeted	183
486	1.80	1.81	compared	retargeted	189
487	1.80	1.81	compared	retargeted	195
488	1.80	1.81	compared	retargeted	260
489	1.80	1.81	compared	retargeted	327
490	1.80	1.81	compared	retargeted	328
491	1.80	1.81	compared	retargeted	344
492	1.80	1.81	compared	retargeted	347
493	1.80	1.81	compared	retargeted	354
494	1.80	1.81	compared	retargeted	388
495	1.80	1.81	compared	retargeted	462
496	1.80	1.81	compared	retargeted	491
497	1.80	1.81	compared	retargeted	576
498	1.80	1.81	compared	retargeted	577
499	1.80	1.81	compared	retargeted	638
500	1.80	1.81	compared	retargeted	934
501	1.80	1.81	compared	retargeted	936
502	1.80	1.81	compared	retargeted	942
503	1.80	1.81	compared	retargeted	946
504	1.82	1.90	compared	class_changed	14
505	1.82	1.90	compared	class_changed	198
506	1.82	1.90	compared	class_changed	199
507	1.82	1.90	compared	class_changed	328
508	1.82	1.90	compared	class_changed	372
509	1.82	1.90	compared	class_changed	373
510	1.82	1.90	compared	class_changed	374
511	1.82	1.90	compared	class_changed	375
512	1.82	1.90	compared	class_changed	376
513	1.82	1.90	compared	class_changed	457
514	1.82	1.90	compared	class_changed	911
515	1.82	1.90	compared	class_changed	914
516	1.82	1.90	compared	retargeted	0
517	1.82	1.90	compared	retargeted	1
518	1.82	1.90	compared	retargeted	2
519	1.82	1.90	compared	retargeted	3
520	1.82	1.90	compared	retargeted	4
521	1.82	1.90	compared	retargeted	5
522	1.82	1.90	compared	retargeted	6
523	1.82	1.90	compared	retargeted	7
524	1.82	1.90	compared	retargeted	8
525	1.82	1.90	compared	retargeted	9
526	1.82	1.90	compared	retargeted	10
527	1.82	1.90	compared	retargeted	11
528	1.82	1.90	compared	retargeted	18
529	1.82	1.90	compared	retargeted	19
530	1.82	1.90	compared	retargeted	20
531	1.82	1.90	compared	retargeted	21
532	1.82	1.90	compared	retargeted	22
533	1.82	1.90	compared	retargeted	23
534	1.82	1.90	compared	retargeted	24
535	1.82	1.90	compared	retargeted	25
536	1.82	1.90	compared	retargeted	26
537	1.82	1.90	compared	retargeted	27
538	1.82	1.90	compared	retargeted	28
539	1.82	1.90	compared	retargeted	29
540	1.82	1.90	compared	retargeted	30
541	1.82	1.90	compared	retargeted	41
542	1.82	1.90	compared	retargeted	42
543	1.82	1.90	compared	retargeted	43
544	1.82	1.90	compared	retargeted	44
545	1.82	1.90	compared	retargeted	45
546	1.82	1.90	compared	retargeted	46
547	1.82	1.90	compared	retargeted	47
548	1.82	1.90	compared	retargeted	48
549	1.82	1.90	compared	retargeted	49
550	1.82	1.90	compared	retargeted	50
551	1.82	1.90	compared	retargeted	51
552	1.82	1.90	compared	retargeted	52
553	1.82	1.90	compared	retargeted	53
554	1.82	1.90	compared	retargeted	54
555	1.82	1.90	compared	retargeted	55
556	1.82	1.90	compared	retargeted	56
557	1.82	1.90	compared	retargeted	57
558	1.82	1.90	compared	retargeted	60
559	1.82	1.90	compared	retargeted	61
560	1.82	1.90	compared	retargeted	62
561	1.82	1.90	compared	retargeted	63
562	1.82	1.90	compared	retargeted	64
563	1.82	1.90	compared	retargeted	65
564	1.82	1.90	compared	retargeted	66
565	1.82	1.90	compared	retargeted	67
566	1.82	1.90	compared	retargeted	68
567	1.82	1.90	compared	retargeted	69
568	1.82	1.90	compared	retargeted	70
569	1.82	1.90	compared	retargeted	71
570	1.82	1.90	compared	retargeted	72
571	1.82	1.90	compared	retargeted	73
572	1.82	1.90	compared	retargeted	74
573	1.82	1.90	compared	retargeted	75
574	1.82	1.90	compared	retargeted	76
575	1.82	1.90	compared	retargeted	80
576	1.82	1.90	compared	retargeted	81
577	1.82	1.90	compared	retargeted	84
578	1.82	1.90	compared	retargeted	88
579	1.82	1.90	compared	retargeted	89
580	1.82	1.90	compared	retargeted	90
581	1.82	1.90	compared	retargeted	91
582	1.82	1.90	compared	retargeted	92
583	1.82	1.90	compared	retargeted	93
584	1.82	1.90	compared	retargeted	94
585	1.82	1.90	compared	retargeted	95
586	1.82	1.90	compared	retargeted	96
587	1.82	1.90	compared	retargeted	97
588	1.82	1.90	compared	retargeted	98
589	1.82	1.90	compared	retargeted	99
590	1.82	1.90	compared	retargeted	100
591	1.82	1.90	compared	retargeted	101
592	1.82	1.90	compared	retargeted	102
593	1.82	1.90	compared	retargeted	103
594	1.82	1.90	compared	retargeted	104
595	1.82	1.90	compared	retargeted	105
596	1.82	1.90	compared	retargeted	106
597	1.82	1.90	compared	retargeted	107
598	1.82	1.90	compared	retargeted	108
599	1.82	1.90	compared	retargeted	109
600	1.82	1.90	compared	retargeted	110
601	1.82	1.90	compared	retargeted	111
602	1.82	1.90	compared	retargeted	112
603	1.82	1.90	compared	retargeted	113
604	1.82	1.90	compared	retargeted	114
605	1.82	1.90	compared	retargeted	115
606	1.82	1.90	compared	retargeted	116
607	1.82	1.90	compared	retargeted	119
608	1.82	1.90	compared	retargeted	120
609	1.82	1.90	compared	retargeted	121
610	1.82	1.90	compared	retargeted	122
611	1.82	1.90	compared	retargeted	123
612	1.82	1.90	compared	retargeted	124
613	1.82	1.90	compared	retargeted	125
614	1.82	1.90	compared	retargeted	126
615	1.82	1.90	compared	retargeted	127
616	1.82	1.90	compared	retargeted	128
617	1.82	1.90	compared	retargeted	129
618	1.82	1.90	compared	retargeted	130
619	1.82	1.90	compared	retargeted	131
620	1.82	1.90	compared	retargeted	132
621	1.82	1.90	compared	retargeted	133
622	1.82	1.90	compared	retargeted	134
623	1.82	1.90	compared	retargeted	135
624	1.82	1.90	compared	retargeted	136
625	1.82	1.90	compared	retargeted	137
626	1.82	1.90	compared	retargeted	138
627	1.82	1.90	compared	retargeted	139
628	1.82	1.90	compared	retargeted	140
629	1.82	1.90	compared	retargeted	141
630	1.82	1.90	compared	retargeted	142
631	1.82	1.90	compared	retargeted	143
632	1.82	1.90	compared	retargeted	144
633	1.82	1.90	compared	retargeted	145
634	1.82	1.90	compared	retargeted	146
635	1.82	1.90	compared	retargeted	147
636	1.82	1.90	compared	retargeted	150
637	1.82	1.90	compared	retargeted	151
638	1.82	1.90	compared	retargeted	152
639	1.82	1.90	compared	retargeted	153
640	1.82	1.90	compared	retargeted	154
641	1.82	1.90	compared	retargeted	155
642	1.82	1.90	compared	retargeted	156
643	1.82	1.90	compared	retargeted	157
644	1.82	1.90	compared	retargeted	158
645	1.82	1.90	compared	retargeted	159
646	1.82	1.90	compared	retargeted	160
647	1.82	1.90	compared	retargeted	161
648	1.82	1.90	compared	retargeted	162
649	1.82	1.90	compared	retargeted	163
650	1.82	1.90	compared	retargeted	164
651	1.82	1.90	compared	retargeted	165
652	1.82	1.90	compared	retargeted	166
653	1.82	1.90	compared	retargeted	167
654	1.82	1.90	compared	retargeted	168
655	1.82	1.90	compared	retargeted	169
656	1.82	1.90	compared	retargeted	170
657	1.82	1.90	compared	retargeted	171
658	1.82	1.90	compared	retargeted	172
659	1.82	1.90	compared	retargeted	173
660	1.82	1.90	compared	retargeted	178
661	1.82	1.90	compared	retargeted	179
662	1.82	1.90	compared	retargeted	180
663	1.82	1.90	compared	retargeted	181
664	1.82	1.90	compared	retargeted	182
665	1.82	1.90	compared	retargeted	183
666	1.82	1.90	compared	retargeted	184
667	1.82	1.90	compared	retargeted	185
668	1.82	1.90	compared	retargeted	186
669	1.82	1.90	compared	retargeted	187
670	1.82	1.90	compared	retargeted	188
671	1.82	1.90	compared	retargeted	189
672	1.82	1.90	compared	retargeted	190
673	1.82	1.90	compared	retargeted	191
674	1.82	1.90	compared	retargeted	192
675	1.82	1.90	compared	retargeted	193
676	1.82	1.90	compared	retargeted	194
677	1.82	1.90	compared	retargeted	195
678	1.82	1.90	compared	retargeted	196
679	1.82	1.90	compared	retargeted	197
680	1.82	1.90	compared	retargeted	230
681	1.82	1.90	compared	retargeted	231
682	1.82	1.90	compared	retargeted	232
683	1.82	1.90	compared	retargeted	233
684	1.82	1.90	compared	retargeted	234
685	1.82	1.90	compared	retargeted	235
686	1.82	1.90	compared	retargeted	236
687	1.82	1.90	compared	retargeted	237
688	1.82	1.90	compared	retargeted	238
689	1.82	1.90	compared	retargeted	239
690	1.82	1.90	compared	retargeted	240
691	1.82	1.90	compared	retargeted	244
692	1.82	1.90	compared	retargeted	245
693	1.82	1.90	compared	retargeted	246
694	1.82	1.90	compared	retargeted	247
695	1.82	1.90	compared	retargeted	251
696	1.82	1.90	compared	retargeted	252
697	1.82	1.90	compared	retargeted	260
